district,name,mcdname,mcd,pop
01,"Kiel, Debra",Fisher Township,2711921176,200
01,"Kiel, Debra",Fosston City,2711921986,1527
01,"Kiel, Debra",Garden Township,2711923066,212
01,"Kiel, Debra",Garfield Township,2711923156,461
01,"Kiel, Debra",Garnes Township,2712523174,190
01,"Kiel, Debra",Gentilly Township,2711923480,280
01,"Kiel, Debra",Gervais Township,2712523588,226
01,"Kiel, Debra",Godfrey Township,2711924254,313
01,"Kiel, Debra",Goodridge City,2711324470,132
01,"Kiel, Debra",Goodridge Township,2711324488,79
01,"Kiel, Debra",Grand Forks Township,2711924938,179
01,"Kiel, Debra",Grove Park-Tilden Township,2711926190,282
01,"Kiel, Debra",Gully City,2711926270,66
01,"Kiel, Debra",Gully Township,2711926288,136
01,"Kiel, Debra",Hammond Township,2711926810,44
01,"Kiel, Debra",Helgeland Township,2711928358,54
01,"Kiel, Debra",Hickory Township,2711328808,80
01,"Kiel, Debra",Higdem Township,2711928844,84
01,"Kiel, Debra",Highlanding Township,2711329024,194
01,"Kiel, Debra",Hill River Township,2711929186,157
01,"Kiel, Debra",Hubbard Township,2711930356,75
01,"Kiel, Debra",Huntsville Township,2711930590,464
01,"Kiel, Debra",Johnson Township,2711932030,51
01,"Kiel, Debra",Kertsonville Township,2711932948,94
01,"Kiel, Debra",Keystone Township,2711933002,91
01,"Kiel, Debra",King Township,2711933254,219
01,"Kiel, Debra",Knute Township,2711933614,519
01,"Kiel, Debra",Kratka Township,2711333740,131
01,"Kiel, Debra",Lake Pleasant Township,2712534820,103
01,"Kiel, Debra",Lambert Township,2712535270,129
01,"Kiel, Debra",Lengby City,2711936404,86
01,"Kiel, Debra",Lessor Township,2711936692,175
01,"Kiel, Debra",Liberty Township,2711936962,108
01,"Kiel, Debra",Louisville Township,2712538276,187
01,"Kiel, Debra",Lowell Township,2711938330,298
01,"Kiel, Debra",Mayfield Township,2711341156,51
01,"Kiel, Debra",McIntosh City,2711939050,625
01,"Kiel, Debra",Mentor City,2711941714,153
01,"Kiel, Debra",Nesbit Township,2711945214,99
01,"Kiel, Debra",Nielsville City,2711946258,90
01,"Kiel, Debra",Northland Township,2711947032,160
01,"Kiel, Debra",Oklee City,2712548202,435
01,"Kiel, Debra",Onstad Township,2711948418,71
01,"Kiel, Debra",Parnell Township,2711949840,61
01,"Kiel, Debra",Plummer City,2712551712,292
01,"Kiel, Debra",Polk Centre Township,2711351802,87
01,"Kiel, Debra",Poplar River Township,2712552000,107
01,"Kiel, Debra",Queen Township,2711952774,214
01,"Kiel, Debra",Sandsville Township,2711958432,67
01,"Kiel, Debra",Red Lake Falls City,2712553476,1427
01,"Kiel, Debra",Red Lake Falls Township,2712553494,201
01,"Kiel, Debra",Reiner Township,2711353746,87
01,"Kiel, Debra",Reis Township,2711953764,79
01,"Kiel, Debra",Rhinehart Township,2711953980,139
01,"Kiel, Debra",River Falls Township,2711354574,178
01,"Kiel, Debra",River Township,2712554538,65
01,"Kiel, Debra",Rocksbury Township,2711355060,1205
01,"Kiel, Debra",Roome Township,2711955384,177
01,"Kiel, Debra",Rosebud Township,2711955564,351
01,"Kiel, Debra",Russia Township,2711956446,27
01,"Kiel, Debra",Sanders Township,2711358342,298
01,"Kiel, Debra",Scandia Township,2711958882,74
01,"Kiel, Debra",Sletten Township,2711960880,177
01,"Kiel, Debra",Smiley Township,2711360898,580
01,"Kiel, Debra",Star Township,2711362482,120
01,"Kiel, Debra",St. Hilaire City,2711357022,279
01,"Kiel, Debra",Sullivan Township,2711963310,173
01,"Kiel, Debra",Tabor Township,2711964030,113
01,"Kiel, Debra",Terrebonne Township,2712564498,147
01,"Kiel, Debra",Trail City,2711965344,46
01,"Kiel, Debra",Tynsid Township,2711966064,64
01,"Kiel, Debra",Vineland Township,2711967198,87
01,"Kiel, Debra",Winger City,2711970870,220
01,"Kiel, Debra",Winger Township,2711970888,206
01,"Kiel, Debra",Woodside Township,2711971662,505
01,"Kiel, Debra",Wyandotte Township,2711371878,130
02,"Grossell, Matthew",Battle Township,2700703952,46
02,"Grossell, Matthew",2-C Unorg.,2707706966,146
02,"Grossell, Matthew",3-A Unorg.,2707767782,328
02,"Grossell, Matthew",5-A Unorg.,2707735208,611
02,"Grossell, Matthew",Akeley City,2705700496,432
02,"Grossell, Matthew",Akeley Township,2705700514,551
02,"Grossell, Matthew",Alaska Township,2700700586,217
02,"Grossell, Matthew",Arago Township,2705701918,607
02,"Grossell, Matthew",Bagley City,2702903196,1392
02,"Grossell, Matthew",Baudette City,2707704024,1106
02,"Grossell, Matthew",Baudette Unorg,2707704027,281
02,"Grossell, Matthew",Beltrami Forest Unorg,2707721690,112
02,"Grossell, Matthew",Benville Township,2700705284,86
02,"Grossell, Matthew",Birch Township,2700705914,118
02,"Grossell, Matthew",Blackduck City,2700706256,785
02,"Grossell, Matthew",Buzzle Township,2700709082,310
02,"Grossell, Matthew",Clay Township,2705711682,69
02,"Grossell, Matthew",Clearbrook City,2702911746,518
02,"Grossell, Matthew",Clover Township,2702912214,113
02,"Grossell, Matthew",Clover Township,2705712232,154
02,"Grossell, Matthew",Copley Township,2702913150,872
02,"Grossell, Matthew",Cormant Township,2700713258,158
02,"Grossell, Matthew",Dudley Township,2702916462,400
02,"Grossell, Matthew",Durand Township,2700717234,209
02,"Grossell, Matthew",Eckles Township,2700717954,1516
02,"Grossell, Matthew",Eddy Township,2702918008,339
02,"Grossell, Matthew",Farden Township,2705720528,1069
02,"Grossell, Matthew",Fern Township,2705720942,270
02,"Grossell, Matthew",Funkley City,2700722976,5
02,"Grossell, Matthew",Gonvick City,2702924344,282
02,"Grossell, Matthew",Grant Valley Township,2700725352,2029
02,"Grossell, Matthew",Greenwood Township,2702925910,83
02,"Grossell, Matthew",Gudrid Unorg,2707726250,219
02,"Grossell, Matthew",Guthrie Township,2705726360,555
02,"Grossell, Matthew",Hagali Township,2700726468,372
02,"Grossell, Matthew",Hamre Township,2700726900,13
02,"Grossell, Matthew",Hangaard Township,2702926954,5
02,"Grossell, Matthew",Hart Lake Township,2705727386,374
02,"Grossell, Matthew",Helga Township,2705728340,1401
02,"Grossell, Matthew",Hendrickson Township,2705728466,314
02,"Grossell, Matthew",Hines Township,2700729348,689
02,"Grossell, Matthew",Holst Township,2702929834,369
02,"Grossell, Matthew",Hornet Township,2700730194,232
02,"Grossell, Matthew",Jones Township,2700732120,277
02,"Grossell, Matthew",Kelliher City,2700732606,262
02,"Grossell, Matthew",Kelliher Township,2700732624,130
02,"Grossell, Matthew",Lake Alice Township,2705734046,93
02,"Grossell, Matthew",Lake Emma Township,2705734262,985
02,"Grossell, Matthew",Lake George Township,2705734388,378
02,"Grossell, Matthew",Lake Hattie Township,2705734460,202
02,"Grossell, Matthew",Lakeport Township,2705734838,780
02,"Grossell, Matthew",Lammers Township,2700735324,592
02,"Grossell, Matthew",Langor Township,2700735540,213
02,"Grossell, Matthew",Laporte City,2705735612,111
02,"Grossell, Matthew",Lee Township,2700736170,51
02,"Grossell, Matthew",Leonard City,2702936494,41
02,"Grossell, Matthew",Leon Township,2702936458,345
02,"Grossell, Matthew",Liberty Township,2700736926,730
02,"Grossell, Matthew",Lower Red Lake Unorganized,2700738335,5803
02,"Grossell, Matthew",Mantrap Township,2705740022,519
02,"Grossell, Matthew",Maple Ridge Township,2700740274,104
02,"Grossell, Matthew",McDougald Unorg,2707738988,225
02,"Grossell, Matthew",Minnie Township,2700743360,26
02,"Grossell, Matthew",Nebish Township,2700745088,290
02,"Grossell, Matthew",North Beltrami Unorg,2700746770,35
02,"Grossell, Matthew",North Clearwater Unorganized,2702946830,87
02,"Grossell, Matthew",Northwest Angle Unorg,2707701550,119
02,"Grossell, Matthew",O'Brien Township,2700748040,58
02,"Grossell, Matthew",Pine Lake Township,2702951190,414
02,"Grossell, Matthew",Popple Township,2702952018,526
02,"Grossell, Matthew",Port Hope Township,2700752162,673
02,"Grossell, Matthew",Quiring Township,2700752828,70
02,"Grossell, Matthew",Rockwood Township,2705755132,430
02,"Grossell, Matthew",Roosevelt City,2707755438,7
02,"Grossell, Matthew",Roosevelt Township,2700755402,225
02,"Grossell, Matthew",Schoolcraft Township,2705758972,103
02,"Grossell, Matthew",Shevlin City,2702959782,176
02,"Grossell, Matthew",Shevlin Township,2702959800,452
02,"Grossell, Matthew",Shooks Township,2700759926,189
02,"Grossell, Matthew",Shotley Brook Unorg,2700760079,25
02,"Grossell, Matthew",Shotley Township,2700760070,35
02,"Grossell, Matthew",Sinclair Township,2702960502,164
02,"Grossell, Matthew",Solway City,2700761114,96
02,"Grossell, Matthew",Spruce Grove Township,2700762230,55
02,"Grossell, Matthew",Steamboat River Township,2705762618,121
02,"Grossell, Matthew",Steenerson Township,2700762680,23
02,"Grossell, Matthew",Summit Township,2700763328,251
02,"Grossell, Matthew",Taylor Township,2700764291,104
02,"Grossell, Matthew",Tenstrike City,2700764444,201
02,"Grossell, Matthew",Thorpe Township,2705764804,49
02,"Grossell, Matthew",Turtle Lake Township,2700765758,1195
02,"Grossell, Matthew",Turtle River City,2700765794,77
02,"Grossell, Matthew",Wabanica Unorg,2707767368,301
02,"Grossell, Matthew",Waskish Township,2700768440,118
02,"Grossell, Matthew",Wheeler Unorg,2707769849,281
02,"Grossell, Matthew",White Oak Township,2705770114,475
02,"Grossell, Matthew",Williams City,2707770402,191
02,"Grossell, Matthew",Wilton City,2700770708,204
02,"Grossell, Matthew",Winsor Township,2702971068,90
02,"Grossell, Matthew",Woodrow Township,2700771590,73
02,"Grossell, Matthew",Zippel Unorg,2707772264,118
02,"Green, Steve",Atlanta Township,2700502674,119
02,"Green, Steve",Audubon City,2700502728,519
02,"Green, Steve",Audubon Township,2700502746,548
02,"Green, Steve",Badoura Township,2705703178,128
02,"Green, Steve",Bear Creek Township,2702904186,111
02,"Green, Steve",Beaulieu Township,2708704366,108
02,"Green, Steve",Bejou City,2708704672,89
02,"Green, Steve",Bejou Township,2708704690,79
02,"Green, Steve",Blueberry Township,2715906670,721
02,"Green, Steve",Burlington Township,2700508686,1545
02,"Green, Steve",Butler Township,2711108974,283
02,"Green, Steve",Callaway City,2700509280,234
02,"Green, Steve",Callaway Township,2700509298,287
02,"Green, Steve",Carsonville Township,2700510126,220
02,"Green, Steve",Chief Township,2708711314,96
02,"Green, Steve",Clover Township,2708712250,121
02,"Green, Steve",Corliss Township,2711113240,493
02,"Green, Steve",Crow Wing Lake Township,2705714140,332
02,"Green, Steve",Cuba Township,2700514230,277
02,"Green, Steve",Detroit Township,2700515814,1114
02,"Green, Steve",Eagle View Township,2700517455,131
02,"Green, Steve",Erie Township,2700519646,1642
02,"Green, Steve",Evergreen Township,2700520006,340
02,"Green, Steve",Falk Township,2702920438,284
02,"Green, Steve",Forest Township,2700521671,77
02,"Green, Steve",Frazee City,2700522472,1350
02,"Green, Steve",Green Valley Township,2700525820,376
02,"Green, Steve",Gregory Township,2708725946,74
02,"Green, Steve",Hamden Township,2700526684,206
02,"Green, Steve",Heier Township,2708728232,143
02,"Green, Steve",Height of Land Township,2700528250,673
02,"Green, Steve",Henrietta Township,2705728556,1642
02,"Green, Steve",Holmesville Township,2700529816,505
02,"Green, Steve",Hubbard Township,2705730338,784
02,"Green, Steve",Huntersville Township,2715930536,119
02,"Green, Steve",Island Lake Township,2708731418,233
02,"Green, Steve",Itasca Township,2702931508,132
02,"Green, Steve",La Garde Township,2708733956,162
02,"Green, Steve",Lake Grove Township,2708734424,189
02,"Green, Steve",Lake Park City,2700534784,783
02,"Green, Steve",Lake Park Township,2700534802,481
02,"Green, Steve",La Prairie Township,2702935630,356
02,"Green, Steve",Little Elbow Township,2708737530,259
02,"Green, Steve",Lost Long Lake Township,2702938042,43
02,"Green, Steve",Mahnomen City,2708739392,1214
02,"Green, Steve",Maple Grove Township,2700540130,455
02,"Green, Steve",Marsh Creek Township,2708740742,152
02,"Green, Steve",Menahga City,2715941660,1306
02,"Green, Steve",Minerva Township,2702942452,261
02,"Green, Steve",Moose Creek Township,2702943918,230
02,"Green, Steve",Nevis City,2705745340,390
02,"Green, Steve",Nevis Township,2705745358,1009
02,"Green, Steve",Nora Township,2702946438,442
02,"Green, Steve",Oakland Township,2708747806,295
02,"Green, Steve",Ogema City,2700548130,184
02,"Green, Steve",Osage Township,2700548778,895
02,"Green, Steve",Paddock Township,2711149408,346
02,"Green, Steve",Park Rapids City,2705749768,3709
02,"Green, Steve",Pembina Township,2708750218,707
02,"Green, Steve",Pine Point Township,2700551244,400
02,"Green, Steve",Popple Grove Township,2708752054,139
02,"Green, Steve",Rice Township,2702954016,158
02,"Green, Steve",Riceville Township,2700554142,83
02,"Green, Steve",Richwood Township,2700554376,662
02,"Green, Steve",Rosedale Township,2708755618,135
02,"Green, Steve",Round Lake Township,2700556050,183
02,"Green, Steve",Runeberg Township,2700556248,486
02,"Green, Steve",Savannah Township,2700558756,163
02,"Green, Steve",Shell Lake Township,2700559512,293
02,"Green, Steve",Shell River Township,2715959530,233
02,"Green, Steve",Silver Leaf Township,2700560430,534
02,"Green, Steve",South Clearwater Unorganized,2702961303,10
02,"Green, Steve",Spring Creek Township,2700561762,114
02,"Green, Steve",Spruce Grove Township,2700562212,405
02,"Green, Steve",Straight River Township,2705763076,726
02,"Green, Steve",Sugar Bush Township,2700563256,504
02,"Green, Steve",Toad Lake Township,2700565002,539
02,"Green, Steve",Todd Township,2705765038,1393
02,"Green, Steve",Twin Lakes Township,2708765929,818
02,"Green, Steve",Two Inlets Township,2700566010,213
02,"Green, Steve",Walworth Township,2700567954,87
02,"Green, Steve",Waubun City,2708768674,400
02,"Green, Steve",White Earth Township,2700570024,828
02,"Green, Steve",Wolf Lake City,2700571338,57
02,"Green, Steve",Wolf Lake Township,2700571356,242
03,"Ecklund, Rob",Alden Township,2713700874,213
03,"Ecklund, Rob",Ault Township,2713702818,109
03,"Ecklund, Rob",Babbitt City,2713703106,1475
03,"Ecklund, Rob",Bassett Township,2713703880,41
03,"Ecklund, Rob",Beatty Township,2713704294,372
03,"Ecklund, Rob",Beaver Bay City,2707504456,181
03,"Ecklund, Rob",Beaver Bay Township,2707504474,473
03,"Ecklund, Rob",Big Falls,2707105680,236
03,"Ecklund, Rob",Birch Lake Unorganized,2713706042,485
03,"Ecklund, Rob",Breitung Township,2713707534,605
03,"Ecklund, Rob",Camp 5 Township,2713709482,35
03,"Ecklund, Rob",Cook City,2713713006,574
03,"Ecklund, Rob",Crane Lake Township,2713713656,82
03,"Ecklund, Rob",Crystal Bay Township,2707514194,472
03,"Ecklund, Rob",Eagles Nest Township,2713717440,242
03,"Ecklund, Rob",East Cook Unorganized,2703117531,636
03,"Ecklund, Rob",East Koochiching Unorganized,2707117660,595
03,"Ecklund, Rob",Ely City,2713719142,3460
03,"Ecklund, Rob",Fairbanks Township,2713720186,63
03,"Ecklund, Rob",Fall Lake Township,2707520456,549
03,"Ecklund, Rob",Field Township,2713720996,391
03,"Ecklund, Rob",Gheen Unorganized,2713723632,18
03,"Ecklund, Rob",Gnesen Township,2713724218,1683
03,"Ecklund, Rob",Grand Marais City,2703124992,1350
03,"Ecklund, Rob",Grand Portage Unorganized,2703125071,565
03,"Ecklund, Rob",Greenwood Township,2713725928,939
03,"Ecklund, Rob",International Falls City,2707131040,6424
03,"Ecklund, Rob",Kabetogema Township,2713732252,135
03,"Ecklund, Rob",Lake No. 1 Unorganized,2707534770,154
03,"Ecklund, Rob",Lake No. 2 Unorganized,2707534773,527
03,"Ecklund, Rob",Leiding Township,2713736332,400
03,"Ecklund, Rob",Linden Grove Township,2713737250,145
03,"Ecklund, Rob",Littlefork City,2707137592,647
03,"Ecklund, Rob",Lutsen Township,2703138550,415
03,"Ecklund, Rob",Mizpah City,2707143540,56
03,"Ecklund, Rob",Morse Township,2713744350,1213
03,"Ecklund, Rob",Nett Lake Unorganized,2707145277,101
03,"Ecklund, Rob",Nett Lake Unorganized,2713745281,319
03,"Ecklund, Rob",Northeast St. Louis Unorg,2713746898,244
03,"Ecklund, Rob",Northome City,2707147122,200
03,"Ecklund, Rob",Northome Unorganized,2707147131,431
03,"Ecklund, Rob",North Star Township,2713747255,190
03,"Ecklund, Rob",Northwest Koochiching Unorganized,2707147352,476
03,"Ecklund, Rob",Northwest St. Louis Unorg,2713747362,301
03,"Ecklund, Rob",Orr City,2713748634,267
03,"Ecklund, Rob",Owens Township,2713749336,263
03,"Ecklund, Rob",Pequaywan Township,2713750389,130
03,"Ecklund, Rob",Portage Township,2713752090,170
03,"Ecklund, Rob",Rainy Lake Unorganized,2707152990,3810
03,"Ecklund, Rob",Ranier City,2707153134,145
03,"Ecklund, Rob",Schroeder Township,2703158999,205
03,"Ecklund, Rob",Silver Bay City,2707560250,1887
03,"Ecklund, Rob",Silver Creek Township,2707560304,1138
03,"Ecklund, Rob",South Koochiching Unorganized,2707161433,190
03,"Ecklund, Rob",Stony River Township,2707562995,173
03,"Ecklund, Rob",Tofte Township,2703165065,249
03,"Ecklund, Rob",Tower City,2713765272,494
03,"Ecklund, Rob",West Cook Unorganized,2703169307,1756
03,"Ecklund, Rob",Whiteface Reservoir Unorganized,2713770069,65
03,"Ecklund, Rob",Willow Valley Township,2713770510,126
03,"Ecklund, Rob",Winton City,2713771140,172
03,"Murphy, Mary",Canosia Township,2713709784,2158
03,"Murphy, Mary",Duluth City,2713717000,7358
03,"Murphy, Mary",Duluth Township,2713717018,1941
03,"Murphy, Mary",Hermantown Township,2713728682,9414
03,"Murphy, Mary",Lake No. 2 Unorganized,2707534773,1567
03,"Murphy, Mary",Lakewood Township,2713735234,2190
03,"Murphy, Mary",Midway Township,2713742056,1399
03,"Murphy, Mary",Normanna Township,2713746708,796
03,"Murphy, Mary",Proctor City,2713752630,3057
03,"Murphy, Mary",Rice Lake Township,2713754060,4095
03,"Murphy, Mary",Solway Township,2713761132,1944
03,"Murphy, Mary",Two Harbors City,2707565956,3745
04,"Keeler, Heather",Moorhead City,2702743864,38065
04,"Keeler, Heather",Moorhead Township,2702743882,30
04,"Keeler, Heather",Oakport Township,2702747932,1797
04,"Marquart, Paul",Ada City,2710700172,1707
04,"Marquart, Paul",Alliance Township,2702701054,235
04,"Marquart, Paul",Anthony Township,2710701774,62
04,"Marquart, Paul",Barnesville City,2702703574,2563
04,"Marquart, Paul",Barnesville Township,2702703592,147
04,"Marquart, Paul",Bear Park Township,2710704222,192
04,"Marquart, Paul",Borup City,2710707030,110
04,"Marquart, Paul",Comstock City,2702712862,93
04,"Marquart, Paul",Cormorant Township,2700513294,1039
04,"Marquart, Paul",Cromwell Township,2702713798,345
04,"Marquart, Paul",Detroit Lakes City,2700515832,8569
04,"Marquart, Paul",Detroit Township,2700515814,919
04,"Marquart, Paul",Dilworth City,2702715976,4024
04,"Marquart, Paul",Eglon Township,2702718314,508
04,"Marquart, Paul",Elkton Township,2702718710,308
04,"Marquart, Paul",Elmwood Township,2702719052,415
04,"Marquart, Paul",Felton City,2702720834,177
04,"Marquart, Paul",Felton Township,2702720852,86
04,"Marquart, Paul",Flom Township,2710721320,218
04,"Marquart, Paul",Flowing Township,2702721482,77
