district,name,mcdname,pop
8,"Stauber, Pete",Salo Township,102
8,"Stauber, Pete",Sand Lake Township,146
8,"Stauber, Pete",Sand Lake Unorganized,1066
8,"Stauber, Pete",Sandstone City,2849
8,"Stauber, Pete",Sandstone Township,824
8,"Stauber, Pete",Sandy Township,356
8,"Stauber, Pete",Scandia Valley Township,1191
8,"Stauber, Pete",Scanlon City,991
8,"Stauber, Pete",Schoolcraft Township,103
8,"Stauber, Pete",Schroeder Township,205
8,"Stauber, Pete",Seavey Township,61
8,"Stauber, Pete",Sebeka City,711
8,"Stauber, Pete",Second Assessment Unorg Terr,117
8,"Stauber, Pete",Shafer City,1045
8,"Stauber, Pete",Shafer Towship,1048
8,"Stauber, Pete",Shamrock Township,1272
8,"Stauber, Pete",Shell River Township,233
8,"Stauber, Pete",Shingobee Township,1514
8,"Stauber, Pete",Shooks Township,189
8,"Stauber, Pete",Silver Bay City,1887
8,"Stauber, Pete",Silver Brook Township,648
8,"Stauber, Pete",Silver Creek Township,1138
8,"Stauber, Pete",Silver Township,457
8,"Stauber, Pete",Skelton Township,414
8,"Stauber, Pete",Slater Township,215
8,"Stauber, Pete",Smoky Hollow Township,70
8,"Stauber, Pete",Sobieski City,195
8,"Stauber, Pete",Solway Township,1944
8,"Stauber, Pete",South Fork Township,789
8,"Stauber, Pete",South Harbor Township,800
8,"Stauber, Pete",South Koochiching Unorganized,190
8,"Stauber, Pete",Spalding Township,329
8,"Stauber, Pete",Spang Township,264
8,"Stauber, Pete",Spencer Brook Township,1589
8,"Stauber, Pete",Spencer Township,518
8,"Stauber, Pete",Splithand Township,250
8,"Stauber, Pete",Split Rock Township,166
8,"Stauber, Pete",Springvale Township,1447
8,"Stauber, Pete",Squaw Lake City,107
8,"Stauber, Pete",Stacy City,1456
8,"Stauber, Pete",Stanchfield Township,1209
8,"Stauber, Pete",Stanford Township,2267
8,"Stauber, Pete",Staples City,871
8,"Stauber, Pete",Steamboat River Township,126
8,"Stauber, Pete",St. Mathias Township,622
8,"Stauber, Pete",Stokes Township,230
8,"Stauber, Pete",Stoney Brook Township,332
8,"Stauber, Pete",Stony River Township,173
8,"Stauber, Pete",Straight River Township,726
8,"Stauber, Pete",Sturgeon Lake City,439
8,"Stauber, Pete",Sturgeon Lake Township,508
8,"Stauber, Pete",Sturgeon Township,140
8,"Stauber, Pete",Sugar Bush Township,247
8,"Stauber, Pete",Summit Township,251
8,"Stauber, Pete",Sunrise Township,1994
8,"Stauber, Pete",Swan River Township,743
8,"Stauber, Pete",Swanville City,348
8,"Stauber, Pete",Swanville Township,517
8,"Stauber, Pete",Sylvan Township,2702
8,"Stauber, Pete",Taconite City,360
8,"Stauber, Pete",Tamarack City,94
8,"Stauber, Pete",Taylors Falls City,976
8,"Stauber, Pete",Taylor Township,104
8,"Stauber, Pete",Ten Lake Township,1026
8,"Stauber, Pete",Tenstrike City,201
8,"Stauber, Pete",Third River Township,50
8,"Stauber, Pete",Thomastown Township,819
8,"Stauber, Pete",Thomson City,159
8,"Stauber, Pete",Thomson Township,5003
8,"Stauber, Pete",Thorpe Township,49
8,"Stauber, Pete",Thunder Lake Township,272
8,"Stauber, Pete",Timothy Township,162
8,"Stauber, Pete",Todd Township,1393
8,"Stauber, Pete",Tofte Township,249
8,"Stauber, Pete",Toivola Township,170
8,"Stauber, Pete",Torrey Township,155
8,"Stauber, Pete",Tower City,500
8,"Stauber, Pete",Trelipe Township,150
8,"Stauber, Pete",Trommald City,98
8,"Stauber, Pete",Trout Lake Township,1087
8,"Stauber, Pete",Turner Township,208
8,"Stauber, Pete",Turtle Lake Township,1878
8,"Stauber, Pete",Turtle River City,77
8,"Stauber, Pete",Turtle River Township,1085
8,"Stauber, Pete",Twin Lakes Township,2108
8,"Stauber, Pete",Two Harbors City,3745
8,"Stauber, Pete",Two Rivers Township,689
8,"Stauber, Pete",Upsala City,427
8,"Stauber, Pete",Van Buren Township,189
8,"Stauber, Pete",Verdon Township,45
8,"Stauber, Pete",Vermilion Lake Township,278
8,"Stauber, Pete",Verndale City,602
8,"Stauber, Pete",Virginia City,8712
8,"Stauber, Pete",Waasa Township,249
8,"Stauber, Pete",Wabana Township,537
8,"Stauber, Pete",Wabedo Township,341
8,"Stauber, Pete",Wadena City,4022
8,"Stauber, Pete",Wadena Township,868
8,"Stauber, Pete",Wagner Township,332
8,"Stauber, Pete",Wahkon City,206
8,"Stauber, Pete",Wahnena Unorganized,180
8,"Stauber, Pete",Walden Township,500
8,"Stauber, Pete",Walker City,941
8,"Stauber, Pete",Warba City,181
8,"Stauber, Pete",Waukenabo Township,316
8,"Stauber, Pete",Wawina Township,77
8,"Stauber, Pete",Wealthwood Township,268
8,"Stauber, Pete",West Cook Unorganized,1756
8,"Stauber, Pete",Whited Township,926
8,"Stauber, Pete",Whiteface Reservoir Unorganized,473
8,"Stauber, Pete",White Oak Township,475
8,"Stauber, Pete",White Pine Township,34
8,"Stauber, Pete",White Township,1547
8,"Stauber, Pete",Wildwood Township,193
8,"Stauber, Pete",Wilkinson Township,401
8,"Stauber, Pete",Williams Township,144
8,"Stauber, Pete",Willow River City,415
8,"Stauber, Pete",Willow Valley Township,126
8,"Stauber, Pete",Wilma Township,65
8,"Stauber, Pete",Wilson Township,645
8,"Stauber, Pete",Windemere Township,1711
8,"Stauber, Pete",Wing River Township,468
8,"Stauber, Pete",Winton City,172
8,"Stauber, Pete",Wirt Township,106
8,"Stauber, Pete",Wolford Township,379
8,"Stauber, Pete",Woodrow Township,611
8,"Stauber, Pete",Workman Township,207
8,"Stauber, Pete",Wrenshall City,399
8,"Stauber, Pete",Wrenshall Township,382
8,"Stauber, Pete",Wright City,127
8,"Stauber, Pete",Wuori Township,572
8,"Stauber, Pete",Wyanett Township,1729
8,"Stauber, Pete",Wyoming City,7791
8,"Stauber, Pete",Zemple City,93
