district,name,mcdname,mcd,pop
03B,Natalie Zeleznikar,Hermantown City,271372394361,10221
03B,Natalie Zeleznikar,Lake Number 2 Unorganized,27075664692,1653
03B,Natalie Zeleznikar,Lakewood Township,27137664712,2276
03B,Natalie Zeleznikar,Midway Township,27137664968,1431
03B,Natalie Zeleznikar,Normanna Township,27137665141,769
03B,Natalie Zeleznikar,North Star Township,27137665171,206
03B,Natalie Zeleznikar,Pequaywan Township,27137665280,139
03B,Natalie Zeleznikar,Proctor City,271372396285,3120
03B,Natalie Zeleznikar,Rice Lake City,27137665407,4112
03B,Natalie Zeleznikar,Solway Township,27137665642,2016
03B,Natalie Zeleznikar,Two Harbors City,270752397074,3633
03B,Natalie Zeleznikar,Whiteface Reservoir Unorganized,27137665986,502
04A,Heather Keeler,Moorhead City,270272395392,42440
04A,Heather Keeler,Moorhead Township,27027665020,32
04B,Jim Joy,Alliance Township,27027663415,203
04B,Jim Joy,Atlanta Township,27005663473,115
04B,Jim Joy,Audubon City,270052394027,553
04B,Jim Joy,Audubon Township,27005663476,653
04B,Jim Joy,Barnesville City,270272394065,2759
04B,Jim Joy,Barnesville Township,27027663507,181
04B,Jim Joy,Comstock City,270272393616,100
04B,Jim Joy,Cormorant Township,27005663873,1388
04B,Jim Joy,Cromwell Township,27027663889,388
04B,Jim Joy,Cuba Township,27005663904,297
04B,Jim Joy,Detroit Lakes City,270052394527,10012
04B,Jim Joy,Detroit Township,27005663972,1953
04B,Jim Joy,Dilworth City,270272394536,4612
04B,Jim Joy,Eglon Township,27027664055,708
04B,Jim Joy,Elkton Township,27027664071,317
04B,Jim Joy,Elmwood Township,27027664088,415
04B,Jim Joy,Flowing Township,27027664183,89
04B,Jim Joy,Georgetown City,270272394883,86
04B,Jim Joy,Georgetown Township,27027664260,135
04B,Jim Joy,Glyndon City,270272394918,1306
04B,Jim Joy,Glyndon Township,27027664283,317
04B,Jim Joy,Goose Prairie Township,27027664298,200
04B,Jim Joy,Hamden Township,27005664378,212
04B,Jim Joy,Hawley City,270272394332,2219
04B,Jim Joy,Hawley Township,27027664420,491
04B,Jim Joy,Highland Grove Township,27027664470,274
04B,Jim Joy,Hitterdal City,270272394392,199
04B,Jim Joy,Holy Cross Township,27027664509,113
04B,Jim Joy,Humboldt Township,27027664529,280
04B,Jim Joy,Keene Township,27027664604,153
04B,Jim Joy,Kragnes Township,27027664644,255
04B,Jim Joy,Kurtz Township,27027664649,253
04B,Jim Joy,Lake Eunice Township,27005664672,1729
04B,Jim Joy,Lake Park City,270052395597,728
04B,Jim Joy,Lake Park Township,27005664694,549
04B,Jim Joy,Lake View Township,27005664708,1780
04B,Jim Joy,Moland Township,27027665006,252
04B,Jim Joy,Moorhead City,270272395392,2065
04B,Jim Joy,Moorhead Township,27027665020,152
04B,Jim Joy,Morken Township,27027665035,151
04B,Jim Joy,Oakport Township,27027665193,506
04B,Jim Joy,Parke Township,27027665254,526
04B,Jim Joy,Richwood Township,27005665419,651
04B,Jim Joy,Riverton Township,27027665427,435
04B,Jim Joy,Sabin City,270272396464,619
04B,Jim Joy,Skree Township,27027665628,177
04B,Jim Joy,Spring Prairie Township,27027665679,506
04B,Jim Joy,Tansem Township,27027665762,269
04B,Jim Joy,Viding Township,27027665870,98
04B,Jim Joy,Walworth Township,27005665908,101
05A,Krista Knudsen,Nimrod City,271592395236,84
05A,Krista Knudsen,Akeley City,270572393895,404
05A,Krista Knudsen,Akeley Township,27057663391,559
05A,Krista Knudsen,Ansel Township,27021663441,76
05A,Krista Knudsen,Arago Township,27057663447,606
05A,Krista Knudsen,Backus City,270212394048,263
05A,Krista Knudsen,Badoura Township,27057663492,152
05A,Krista Knudsen,Barclay Township,27021663505,525
05A,Krista Knudsen,Birch Lake Township,27021663597,576
05A,Krista Knudsen,Blueberry Township,27159663623,828
05A,Krista Knudsen,Bull Moose Township,27021663701,145
05A,Krista Knudsen,Bungo Township,27021663702,159
05A,Krista Knudsen,Burlington Township,27005663706,1661
05A,Krista Knudsen,Carsonville Township,27005663758,213
05A,Krista Knudsen,Chickamaw Beach City,270212393513,128
05A,Krista Knudsen,Clay Township,27057663811,76
05A,Krista Knudsen,Clover Township,27057663835,125
05A,Krista Knudsen,Crow Wing Lake Township,27057663901,358
05A,Krista Knudsen,Deerfield Township,27021663943,117
05A,Krista Knudsen,East Gull Lake City,270212394600,986
05A,Krista Knudsen,Erie Township,27005664107,1717
05A,Krista Knudsen,Evergreen Township,27005664119,403
05A,Krista Knudsen,Fairview Township,27021664135,889
05A,Krista Knudsen,Frazee City,270052394813,1331
05A,Krista Knudsen,Green Valley Township,27005664347,348
05A,Krista Knudsen,Hackensack City,270212394264,294
05A,Krista Knudsen,Height of Land Township,27005664440,682
05A,Krista Knudsen,Hendrickson Township,27057664450,307
05A,Krista Knudsen,Henrietta Township,27057664455,1514
05A,Krista Knudsen,Hiram Township,27021664486,353
05A,Krista Knudsen,Holmesville Township,27005664504,543
05A,Krista Knudsen,Home Brook Township,27021664512,263
05A,Krista Knudsen,Hubbard Township,27057664525,770
05A,Krista Knudsen,Huntersville Township,27159664532,101
05A,Krista Knudsen,Lake Emma Township,27057664671,965
05A,Krista Knudsen,Lake George Township,27057664675,389
05A,Krista Knudsen,Lakeport Township,27057664696,775
05A,Krista Knudsen,Lake Shore City,270212395601,1056
05A,Krista Knudsen,Laporte City,270572395632,134
05A,Krista Knudsen,Loon Lake Township,27021664824,626
05A,Krista Knudsen,Lyons Township,27159664850,187
05A,Krista Knudsen,Mantrap Township,27057664896,522
05A,Krista Knudsen,Maple Township,27021664898,407
05A,Krista Knudsen,McKinley Township,27021664862,140
05A,Krista Knudsen,Meadow Township,27159664941,216
05A,Krista Knudsen,Menahga City,271592395093,1340
05A,Krista Knudsen,Moose Lake Township,27021665026,134
05A,Krista Knudsen,Nevis City,270572395180,377
05A,Krista Knudsen,Nevis Township,27057665086,1143
05A,Krista Knudsen,North Germany Township,27159665157,290
05A,Krista Knudsen,Orton Township,27159665220,200
05A,Krista Knudsen,Osage Township,27005665223,885
05A,Krista Knudsen,Park Rapids City,270572396147,4142
05A,Krista Knudsen,Pine River City,270212396210,911
05A,Krista Knudsen,Pine River Township,27021665311,1186
05A,Krista Knudsen,Poplar Township,27021665337,179
05A,Krista Knudsen,Powers Township,27021665348,811
05A,Krista Knudsen,Red Eye Township,27159665384,506
05A,Krista Knudsen,Runeberg Township,27005665485,639
05A,Krista Knudsen,Savannah Township,27005665562,178
05A,Krista Knudsen,Shell Lake Township,27005665588,288
05A,Krista Knudsen,Shell River Township,27159665589,287
05A,Krista Knudsen,Silver Leaf Township,27005665617,512
05A,Krista Knudsen,Spruce Grove Township,27005665685,406
05A,Krista Knudsen,Steamboat River Township,27057665703,136
05A,Krista Knudsen,Straight River Township,27057665725,788
05A,Krista Knudsen,Thorpe Township,27057665785,39
05A,Krista Knudsen,Toad Lake Township,27005665792,496
05A,Krista Knudsen,Todd Township,27057665793,1464
05A,Krista Knudsen,Two Inlets Township,27005665828,208
05A,Krista Knudsen,Walden Township,27021665897,539
05A,Krista Knudsen,White Oak Township,27057665989,486
05A,Krista Knudsen,Wilson Township,27021666008,667
05A,Krista Knudsen,Wolf Lake City,270052397358,69
05A,Krista Knudsen,Wolf Lake Township,27005666035,274
05B,Mike Wiener,Little Sauk Township,27153664807,873
05B,Mike Wiener,Becker Township,27021663544,484
05B,Mike Wiener,Bertha City,271532394151,560
05B,Mike Wiener,Bertha Township,27153663578,401
05B,Mike Wiener,Birchdale Township,27153663596,931
05B,Mike Wiener,Aldrich Township,27159663411,452
05B,Mike Wiener,Browerville City,271532393436,849
05B,Mike Wiener,Bruce Township,27153663688,479
05B,Mike Wiener,Bullard Township,27159663700,189
05B,Mike Wiener,Burleene Township,27153663705,382
05B,Mike Wiener,Burnhamville Township,27153663707,773
05B,Mike Wiener,Burtrum City,271532393476,123
05B,Mike Wiener,Byron Township,27021663720,151
05B,Mike Wiener,Clarissa City,271532393536,637
05B,Mike Wiener,Eagle Bend City,271532394587,546
05B,Mike Wiener,Eagle Valley Township,27153664020,511
05B,Mike Wiener,Fawn Lake Township,27153664150,538
05B,Mike Wiener,Germania Township,27153664261,527
05B,Mike Wiener,Gordon Township,27153664299,659
05B,Mike Wiener,Grey Eagle City,271532394249,330
05B,Mike Wiener,Grey Eagle Township,27153664356,556
05B,Mike Wiener,Hartford Township,27153664404,634
05B,Mike Wiener,Hewitt City,271532394367,251
05B,Mike Wiener,Iona Township,27153664552,504
05B,Mike Wiener,Kandota Township,27153664598,805
05B,Mike Wiener,Leaf River Township,27159664739,473
05B,Mike Wiener,Leslie Township,27153664764,668
05B,Mike Wiener,Little Elk Township,27153664800,266
05B,Mike Wiener,Bartlett Township,27153663515,452
05B,Mike Wiener,Long Prairie City,271532395758,3661
05B,Mike Wiener,Long Prairie Township,27153664821,884
05B,Mike Wiener,May Township,27021664931,842
05B,Mike Wiener,Meadow Brook Township,27021664942,230
05B,Mike Wiener,Moran Township,27153665030,489
05B,Mike Wiener,Motley City,270212395418,13
05B,Mike Wiener,Motley City,270972395418,667
05B,Mike Wiener,Motley Township,27097665047,244
05B,Mike Wiener,Osakis City,271532396090,141
05B,Mike Wiener,Pillager City,270212396203,507
05B,Mike Wiener,Reynolds Township,27153665402,735
05B,Mike Wiener,Rockwood Township,27159665443,386
05B,Mike Wiener,Rosing Township,27097665472,219
05B,Mike Wiener,Round Prairie Township,27153665481,714
05B,Mike Wiener,Scandia Valley Township,27097665565,1315
05B,Mike Wiener,Sebeka City,271592396566,741
05B,Mike Wiener,Staples City,271532395955,2121
05B,Mike Wiener,Staples City,271592395955,868
05B,Mike Wiener,Staples Township,27153665697,597
05B,Mike Wiener,Stowe Prairie Township,27153665724,488
05B,Mike Wiener,Swanville City,271532396014,5
05B,Mike Wiener,Sylvan Township,27021665757,2889
05B,Mike Wiener,Thomastown Township,27159665781,824
05B,Mike Wiener,Turtle Creek Township,27153665818,270
05B,Mike Wiener,Verndale City,271592397129,511
05B,Mike Wiener,Villard Township,27153665875,667
05B,Mike Wiener,Wadena City,271592397160,4218
05B,Mike Wiener,Wadena Township,27159665890,907
05B,Mike Wiener,Ward Township,27153665915,474
05B,Mike Wiener,West Union City,271532397276,92
05B,Mike Wiener,West Union Township,27153665974,264
05B,Mike Wiener,Wing River Township,27159666020,422
05B,Mike Wiener,Wykeham Township,27153666061,405
05B,Mike Wiener,Aldrich City,271592393913,35
06A,Ben Davis,Beulah Township,27021663581,72
06A,Ben Davis,Blind Lake Township,27021663613,98
06A,Ben Davis,Brainerd City,270352394238,11
06A,Ben Davis,Cohasset City,270612393586,2689
06A,Ben Davis,Crooked Lake Township,27021663891,504
06A,Ben Davis,Crosby City,270352393679,2360
06A,Ben Davis,Crosslake City,270352393681,2394
06A,Ben Davis,Cuyuna City,270352393702,296
06A,Ben Davis,Dean Lake Unorganized,27035663937,120
06A,Ben Davis,Deer Lake Unorganized,27061663946,1373
06A,Ben Davis,Deerwood City,270352394491,526
06A,Ben Davis,Deerwood Township,27035663951,1309
06A,Ben Davis,Woodrow Township,27021666045,710
06A,Ben Davis,East Cass Unorganized,27021664023,70
06A,Ben Davis,Emily City,270352394686,843
06A,Ben Davis,Fairfield Township,27035664130,317
06A,Ben Davis,Fifty Lakes City,270352394764,443
06A,Ben Davis,Gail Lake Township,27035664239,97
06A,Ben Davis,Garrison City,270352394859,194
06A,Ben Davis,Garrison Township,27035664249,837
06A,Ben Davis,Grand Rapids City,270612394953,11126
06A,Ben Davis,Harris Township,27061664401,3276
06A,Ben Davis,Ideal Township,27035664540,1210
06A,Ben Davis,Irondale Township,27035664554,1262
06A,Ben Davis,Ironton City,270352395439,576
06A,Ben Davis,La Prairie City,270612395572,653
06A,Ben Davis,Lima Township,27021664781,91
06A,Ben Davis,Little Pine Township,27035664804,87
06A,Ben Davis,Manhattan Beach City,270352395829,61
06A,Ben Davis,Mission Township,27035665001,796
06A,Ben Davis,Nokay Lake Township,27035665128,898
06A,Ben Davis,Oak Lawn Township,27035665190,1715
06A,Ben Davis,Perry Lake Township,27035665288,286
06A,Ben Davis,Ponto Lake Township,27021665336,589
06A,Ben Davis,Rabbit Lake Township,27035665369,327
06A,Ben Davis,Remer City,270212396347,391
06A,Ben Davis,Remer Township,27021665397,193
06A,Ben Davis,Riverton City,270352396386,118
06A,Ben Davis,Ross Lake Township,27035665474,163
06A,Ben Davis,Slater Township,27021665630,201
06A,Ben Davis,Smoky Hollow Township,27021665636,55
06A,Ben Davis,Spang Township,27061665659,250
06A,Ben Davis,Thunder Lake Township,27021665787,225
06A,Ben Davis,Timothy Township,27035665789,169
06A,Ben Davis,Torrey Township,27021665800,164
06A,Ben Davis,Trelipe Township,27021665806,183
06A,Ben Davis,Trommald City,270352397057,99
06A,Ben Davis,Wabedo Township,27021665885,423
06A,Ben Davis,Wildwood Township,27061665994,179
06A,Ben Davis,Wolford Township,27035666036,348
06A,Ben Davis,Bay Lake Township,27035663527,921
06B,Josh Heintzeman,Jenkins City,270352395464,490
06B,Josh Heintzeman,Baxter City,270352394086,8612
06B,Josh Heintzeman,Brainerd City,270352394238,14433
06B,Josh Heintzeman,Breezy Point City,270352393410,2574
06B,Josh Heintzeman,Center Township,27035663771,990
06B,Josh Heintzeman,Crow Wing Township,27035663900,2149
06B,Josh Heintzeman,Jenkins Township,27035664580,397
06B,Josh Heintzeman,Lake Edward Township,27035664668,2108
06B,Josh Heintzeman,Long Lake Township,27035664817,0
06B,Josh Heintzeman,Nisswa City,270352395238,1967
06B,Josh Heintzeman,Pelican Township,27035665270,501
06B,Josh Heintzeman,Pequot Lakes City,270352396180,2395
06B,Josh Heintzeman,West Crow Wing Unorganized,27035665960,5649
07A,Spencer Igo,Keewatin City,270612395498,984
07A,Spencer Igo,Ball Bluff Township,27001663498,272
07A,Spencer Igo,Balsam Township,27001663499,32
07A,Spencer Igo,Balsam Township,27061663500,550
07A,Spencer Igo,Blackberry Township,27061663606,827
07A,Spencer Igo,Bovey City,270612394227,829
07A,Spencer Igo,Calumet City,270612393500,334
07A,Spencer Igo,Cedar Valley Township,27137663770,187
07A,Spencer Igo,Clark Township,27001663807,116
07A,Spencer Igo,Coleraine City,270612393593,2006
07A,Spencer Igo,Cornish Township,27001663874,45
07A,Spencer Igo,Deer Lake Unorganized,27061663946,2142
07A,Spencer Igo,Deer River City,270612394489,898
07A,Spencer Igo,Deer River Township,27061663949,644
07A,Spencer Igo,Feeley Township,27061664155,307
07A,Spencer Igo,Fine Lakes Township,27137664167,114
07A,Spencer Igo,Fleming Township,27001664173,329
07A,Spencer Igo,Floodwood City,271372394772,517
07A,Spencer Igo,Floodwood Township,27137664178,247
07A,Spencer Igo,Goodland Township,27061664293,473
07A,Spencer Igo,Greenway Township,27061664349,844
07A,Spencer Igo,Halden Township,27137664370,110
07A,Spencer Igo,Haugen Township,27001664413,153
07A,Spencer Igo,Hibbing City,271372394369,16214
07A,Spencer Igo,Hill City City,27001664474,613
07A,Spencer Igo,Hill Lake Township,27001664475,435
07A,Spencer Igo,Janette Lake Unorganized,27137664574,294
07A,Spencer Igo,Jevne Township,27001664582,334
07A,Spencer Igo,Arbo Township,27061663448,862
07A,Spencer Igo,Lavell Township,27137664734,285
07A,Spencer Igo,Lawrence Township,27061664736,488
07A,Spencer Igo,Libby Township,27001664774,43
07A,Spencer Igo,Little Sand Lake Unorganized,27061664806,344
07A,Spencer Igo,Logan Township,27001664811,185
07A,Spencer Igo,Lone Pine Township,27061664814,415
07A,Spencer Igo,Macville Township,27001664867,170
07A,Spencer Igo,Marble City,270612394999,610
07A,Spencer Igo,McGregor City,270012395068,384
07A,Spencer Igo,McGregor Township,27001664860,96
07A,Spencer Igo,Morrison Township,27001665039,180
07A,Spencer Igo,Nashwauk City,270612395156,964
07A,Spencer Igo,Nashwauk Township,27061665071,693
07A,Spencer Igo,Northeast Aitkin Unorganized,27001665150,8
07A,Spencer Igo,Northwest Aitkin Unorganized,27001665173,355
07A,Spencer Igo,Palisade City,270012396128,162
07A,Spencer Igo,Potshot Lake Unorganized,27137665347,65
07A,Spencer Igo,Prairie Lake Township,27137665349,45
07A,Spencer Igo,Sago Township,27061665500,178
07A,Spencer Igo,Shamrock Township,27001665582,1216
07A,Spencer Igo,Splithand Township,27061665664,227
07A,Spencer Igo,Taconite City,270612396025,651
07A,Spencer Igo,Tamarack City,270012396028,62
07A,Spencer Igo,Toivola Township,27137665795,179
07A,Spencer Igo,Trout Lake Township,27061665811,1056
07A,Spencer Igo,Turner Township,27001665817,137
07A,Spencer Igo,Van Buren Township,27137665851,164
07A,Spencer Igo,Verdon Township,27001665856,40
07A,Spencer Igo,Wabana Township,27061665882,503
07A,Spencer Igo,Warba City,270612397193,168
07A,Spencer Igo,Waukenabo Township,27001665938,312
07A,Spencer Igo,Wawina Township,27061665942,85
07A,Spencer Igo,Workman Township,27001666051,212
07A,Spencer Igo,Zemple City,270612397399,78
07B,David Lislegard,Mountain Iron City,271372395133,2878
07B,David Lislegard,Alborn Township,27137663406,425
07B,David Lislegard,Angora Township,27137663435,223
07B,David Lislegard,Aurora City,271372394032,1678
07B,David Lislegard,Balkan Township,27137663497,808
07B,David Lislegard,Biwabik City,271372394178,961
07B,David Lislegard,Biwabik Township,27137663605,901
07B,David Lislegard,Buhl City,271372393459,952
07B,David Lislegard,Cherry Township,27137663790,839
07B,David Lislegard,Chisholm City,271372393518,4775
07B,David Lislegard,Clinton Township,27137663827,977
07B,David Lislegard,Colvin Township,27137663854,289
07B,David Lislegard,Cotton Township,27137663880,460
07B,David Lislegard,Ellsburg Township,27137664076,188
07B,David Lislegard,Elmer Township,27137664083,132
07B,David Lislegard,Embarrass Township,27137664094,601
07B,David Lislegard,Eveleth City,271372394712,3493
07B,David Lislegard,Fayal Township,27137664152,1809
07B,David Lislegard,French Township,27137664230,552
07B,David Lislegard,Gilbert City,271372394893,1687
07B,David Lislegard,Great Scott Township,27137664335,426
07B,David Lislegard,Hay Lake Unorganized,27137664426,97
07B,David Lislegard,Virginia City,271372397153,8421
07B,David Lislegard,White Township,27137665980,1390
07B,David Lislegard,Wuori Township,27137666058,569
07B,David Lislegard,Heikkala Lake Unorganized,27137664441,1342
07B,David Lislegard,Industrial Township,27137664545,812
07B,David Lislegard,Iron Junction City,271372395435,110
07B,David Lislegard,Kelsey Township,27137664610,152
07B,David Lislegard,Kinney City,271372395543,152
07B,David Lislegard,Lake Vermilion Unorganized,27137664707,9
07B,David Lislegard,Leonidas City,271372395683,50
07B,David Lislegard,McCormack Unorganized,27137664854,208
07B,David Lislegard,McDavitt Township,27137664856,434
07B,David Lislegard,McKinley City,271372395073,103
07B,David Lislegard,Meadowlands City,271372395077,134
07B,David Lislegard,Meadowlands Township,27137664944,306
07B,David Lislegard,Morcom Township,27137665032,75
07B,David Lislegard,Alango Township,27137663394,272
07B,David Lislegard,Ness Township,27137665080,68
07B,David Lislegard,New Independence Township,27137665099,347
07B,David Lislegard,Northland Township,27137665160,155
07B,David Lislegard,Pike Township,27137665294,386
07B,David Lislegard,Sand Lake Unorganized,27137665544,1130
07B,David Lislegard,Sandy Township,27137665549,338
07B,David Lislegard,Sturgeon Township,27137665729,144
08A,Liz Olson,Duluth City,271372394568,42553
08B,Alicia Kozlowski,Lake Superior Unorganized,271371379999,0
08B,Alicia Kozlowski,Duluth City,271372394568,42602
09A,Jeff Backer,Roseville Township,27051665468,98
09A,Jeff Backer,Tintah City,271552397026,67
09A,Jeff Backer,Aastad Township,27111663375,191
09A,Jeff Backer,Akron Township,27167663393,136
09A,Jeff Backer,Andrea Township,27167663434,57
09A,Jeff Backer,Arthur Township,27155663462,59
09A,Jeff Backer,Ashby City,270512393997,469
09A,Jeff Backer,Atherton Township,27167663471,155
09A,Jeff Backer,Aurdal Township,27111663480,1540
09A,Jeff Backer,Barrett City,270512394069,366
09A,Jeff Backer,Bradford Township,27167663647,78
09A,Jeff Backer,Brandrup Township,27167663653,144
09A,Jeff Backer,Breckenridge City,271672393405,3430
09A,Jeff Backer,Breckenridge Township,27167663658,215
09A,Jeff Backer,Browns Valley City,271552393439,558
09A,Jeff Backer,Buse Township,27111663713,470
09A,Jeff Backer,Campbell City,271672393724,164
09A,Jeff Backer,Campbell Township,27167663735,68
09A,Jeff Backer,Carlisle Township,27111663750,178
09A,Jeff Backer,Champion Township,27167663778,53
09A,Jeff Backer,Clifton Township,27155663823,59
09A,Jeff Backer,Connelly Township,27167663863,105
09A,Jeff Backer,Croke Township,27155663887,73
09A,Jeff Backer,Dalton City,271112393709,215
09A,Jeff Backer,Dane Prairie Township,27111663919,883
09A,Jeff Backer,Deerhorn Township,27167663945,89
09A,Jeff Backer,Delaware Township,27051663958,98
09A,Jeff Backer,Dollymount Township,27155663987,80
09A,Jeff Backer,Doran City,271672394549,36
09A,Jeff Backer,Dumont City,271552394569,75
09A,Jeff Backer,Elbow Lake City,270512394636,1208
09A,Jeff Backer,Elbow Lake Township,27051664061,125
09A,Jeff Backer,Elizabeth City,271112394646,168
09A,Jeff Backer,Elizabeth Township,27111664066,843
09A,Jeff Backer,Elk Lake Township,27051664068,278
09A,Jeff Backer,Erdahl Township,27051664103,397
09A,Jeff Backer,Erhard City,271112394697,132
09A,Jeff Backer,Erhards Grove Township,27111664105,411
09A,Jeff Backer,Fergus Falls City,271112394758,14121
09A,Jeff Backer,Fergus Falls Township,27111664160,749
09A,Jeff Backer,Folsom Township,27155664187,111
09A,Jeff Backer,Foxhome City,271672394803,126
09A,Jeff Backer,Foxhome Township,27167664211,104
09A,Jeff Backer,Friberg Township,27111664232,800
09A,Jeff Backer,Gorton Township,27051664301,49
09A,Jeff Backer,Herman City,270512394359,384
09A,Jeff Backer,Hoffman City,270512394394,698
09A,Jeff Backer,Kent City,271672395513,61
09A,Jeff Backer,Lake Valley Township,27155664706,198
09A,Jeff Backer,Land Township,27051664719,269
09A,Jeff Backer,Lawrence Township,27051664735,94
09A,Jeff Backer,Leonardsville Township,27155664757,111
09A,Jeff Backer,Lien Township,27051664779,123
09A,Jeff Backer,Logan Township,27051664812,72
09A,Jeff Backer,Macsville Township,27051664866,109
09A,Jeff Backer,Manston Township,27167664893,41
09A,Jeff Backer,McCauleyville Township,27167664853,62
09A,Jeff Backer,Meadows Township,27167664945,53
09A,Jeff Backer,Mitchell Township,27167665003,80
09A,Jeff Backer,Monson Township,27155665010,110
09A,Jeff Backer,Nashua City,271672395152,67
09A,Jeff Backer,Nilsen Township,27167665124,51
09A,Jeff Backer,Norcross City,270512395247,52
09A,Jeff Backer,Nordick Township,27167665133,72
09A,Jeff Backer,North Ottawa Township,27051665165,47
09A,Jeff Backer,Norwegian Grove Township,27111665181,340
09A,Jeff Backer,Orwell Township,27111665222,144
09A,Jeff Backer,Oscar Township,27111665227,208
09A,Jeff Backer,Parnell Township,27155665261,64
09A,Jeff Backer,Pelican Lake Township,27051665272,488
09A,Jeff Backer,Pelican Rapids City,271112396173,2577
09A,Jeff Backer,Pelican Township,27111665271,574
09A,Jeff Backer,Pomme de Terre Township,27051665333,143
09A,Jeff Backer,Prairie View Township,27167665350,228
09A,Jeff Backer,Redpath Township,27155665387,32
09A,Jeff Backer,Roberts Township,27167665429,100
09A,Jeff Backer,Rothsay City,271112396439,197
09A,Jeff Backer,Rothsay City,271672396439,301
09A,Jeff Backer,Saint Olaf Township,27111665528,395
09A,Jeff Backer,Sanford Township,27051665550,209
09A,Jeff Backer,Scambler Township,27111665563,568
09A,Jeff Backer,Stony Brook Township,27051665719,132
09A,Jeff Backer,Sunnyside Township,27167665744,135
09A,Jeff Backer,Tanberg Township,27167665761,71
09A,Jeff Backer,Tara Township,27155665765,72
09A,Jeff Backer,Taylor Township,27155665768,84
09A,Jeff Backer,Tintah Township,27155665791,33
09A,Jeff Backer,Trondhjem Township,27111665809,177
09A,Jeff Backer,Tumuli Township,27111665815,407
09A,Jeff Backer,Walls Township,27155665901,42
09A,Jeff Backer,Wendell City,270512397255,166
09A,Jeff Backer,Western Township,27111665962,117
09A,Jeff Backer,Wheaton City,271552397295,1460
09A,Jeff Backer,Windsor Township,27155666016,72
09A,Jeff Backer,Wolverton City,271672397359,128
09A,Jeff Backer,Wolverton Township,27167666038,96
09B,Tom Murphy,Amor Township,27111663431,481
09B,Tom Murphy,Battle Lake City,271112394083,857
09B,Tom Murphy,Blowers Township,27111663622,360
09B,Tom Murphy,Bluffton City,271112394210,210
09B,Tom Murphy,Bluffton Township,27111663629,460
09B,Tom Murphy,Brandon City,270412394239,501
09B,Tom Murphy,Brandon Township,27041663652,763
09B,Tom Murphy,Butler Township,27111663714,256
09B,Tom Murphy,Candor Township,27111663739,621
09B,Tom Murphy,Clitherall City,271112393572,62
09B,Tom Murphy,Clitherall Township,27111663830,495
09B,Tom Murphy,Compton Township,27111663858,798
09B,Tom Murphy,Corliss Township,27111663871,625
09B,Tom Murphy,Dead Lake Township,27111663936,535
09B,Tom Murphy,Deer Creek City,271112394488,330
09B,Tom Murphy,Deer Creek Township,27111663942,400
09B,Tom Murphy,Dent City,271112394517,173
09B,Tom Murphy,Dora Township,27111663992,697
09B,Tom Murphy,Dunn Township,27111664011,929
09B,Tom Murphy,Eagle Lake Township,27111664018,397
09B,Tom Murphy,Eastern Township,27111664026,254
09B,Tom Murphy,Edna Township,27111664050,905
09B,Tom Murphy,Effington Township,27111664054,237
09B,Tom Murphy,Elmo Township,27111664085,323
09B,Tom Murphy,Evansville City,270412394711,603
09B,Tom Murphy,Evansville Township,27041664116,222
09B,Tom Murphy,Everts Township,27111664120,759
09B,Tom Murphy,Folden Township,27111664185,289
09B,Tom Murphy,Garfield City,270412394854,359
09B,Tom Murphy,Girard Township,27111664273,715
09B,Tom Murphy,Gorman Township,27111664300,511
09B,Tom Murphy,Henning City,271112394352,854
09B,Tom Murphy,Henning Township,27111664454,389
09B,Tom Murphy,Hobart Township,27111664488,798
09B,Tom Murphy,Holmes City Township,27041664503,799
09B,Tom Murphy,Homestead Township,27111664515,399
09B,Tom Murphy,Ida Township,27041664539,1394
09B,Tom Murphy,Inman Township,27111664547,293
09B,Tom Murphy,Kensington City,270412395510,266
09B,Tom Murphy,Leaf Lake Township,27111664737,637
09B,Tom Murphy,Leaf Mountain Township,27111664738,322
09B,Tom Murphy,Leaf Valley Township,27041664740,404
09B,Tom Murphy,Lida Township,27111664778,780
09B,Tom Murphy,Lund Township,27041664837,346
09B,Tom Murphy,Maine Township,27111664878,665
09B,Tom Murphy,Maplewood Township,27111664910,294
09B,Tom Murphy,Millerville City,270412395330,100
09B,Tom Murphy,Millerville Township,27041664975,417
09B,Tom Murphy,Miltona City,270412395336,431
09B,Tom Murphy,Miltona Township,27041664983,914
09B,Tom Murphy,Moe Township,27041665005,763
09B,Tom Murphy,Newton Township,27111665115,815
09B,Tom Murphy,New York Mills City,271112395221,1294
09B,Tom Murphy,Nidaros Township,27111665122,356
09B,Tom Murphy,Oak Valley Township,27111665194,363
09B,Tom Murphy,Ottertail City,271112396107,629
09B,Tom Murphy,Otter Tail Township,27111665239,602
09B,Tom Murphy,Otto Township,27111665242,600
09B,Tom Murphy,Paddock Township,27111665247,327
09B,Tom Murphy,Parkers Prairie City,271112396151,1020
09B,Tom Murphy,Parkers Prairie Township,27111665258,390
09B,Tom Murphy,Perham City,271112396181,3512
09B,Tom Murphy,Perham Township,27111665285,977
09B,Tom Murphy,Pine Lake Township,27111665307,773
09B,Tom Murphy,Richville City,271112396371,77
09B,Tom Murphy,Rush Lake Township,27111665489,1035
09B,Tom Murphy,Solem Township,27041665639,232
09B,Tom Murphy,Star Lake Township,27111665701,446
09B,Tom Murphy,Sverdrup Township,27111665747,646
09B,Tom Murphy,Tordenskjold Township,27111665798,527
