district,name,mcdname,mcd,pop
01B,Debra Kiel,Brandsvold Township,27119663654,253
01B,Debra Kiel,Brandt Township,27119663655,45
01B,Debra Kiel,Brislet Township,27119663667,46
01B,Debra Kiel,Brooks City,271252393431,117
01B,Debra Kiel,Browns Creek Township,27125663681,41
01B,Debra Kiel,Bygland Township,27119663719,258
01B,Debra Kiel,Chester Township,27119663792,96
01B,Debra Kiel,Climax City,271192393565,245
01B,Debra Kiel,Columbia Township,27119663851,438
01B,Debra Kiel,Crookston City,271192393678,7482
01B,Debra Kiel,Crookston Township,27119663894,441
01B,Debra Kiel,East Grand Forks City,271192394599,9176
01B,Debra Kiel,Eden Township,27119664043,191
01B,Debra Kiel,Emardville Township,27125664093,209
01B,Debra Kiel,Equality Township,27125664102,144
01B,Debra Kiel,Erskine City,271192394699,403
01B,Debra Kiel,Esther Township,27119664111,148
01B,Debra Kiel,Euclid Township,27119664112,134
01B,Debra Kiel,Fairfax Township,27119664128,160
01B,Debra Kiel,Fanny Township,27119664141,89
01B,Debra Kiel,Farley Township,27119664144,59
01B,Debra Kiel,Felton City,270272394755,179
01B,Debra Kiel,Felton Township,27027664157,81
01B,Debra Kiel,Fertile City,271192394761,804
01B,Debra Kiel,Fisher City,271192394767,422
01B,Debra Kiel,Fisher Township,27119664171,189
01B,Debra Kiel,Flom Township,27107664176,186
01B,Debra Kiel,Fosston City,271192394799,1434
01B,Debra Kiel,Fossum Township,27107664204,135
01B,Debra Kiel,Garden Township,27119664242,220
01B,Debra Kiel,Garfield Township,27119664246,519
01B,Debra Kiel,Garnes Township,27125664247,178
01B,Debra Kiel,Gary City,271072394864,227
01B,Debra Kiel,Gentilly Township,27119664258,260
01B,Debra Kiel,Gervais Township,27125664263,235
01B,Debra Kiel,Godfrey Township,27119664285,294
01B,Debra Kiel,Good Hope Township,27107664290,45
01B,Debra Kiel,Grand Forks Township,27119664311,195
01B,Debra Kiel,Green Meadow Township,27107664344,85
01B,Debra Kiel,Grove Park-Tilden Township,271191729757,257
01B,Debra Kiel,Gully City,271192394260,59
01B,Debra Kiel,Gully Township,27119664364,136
01B,Debra Kiel,Hagen Township,27027664369,128
01B,Debra Kiel,Halstad City,271072394272,564
01B,Debra Kiel,Halstad Township,27107664376,104
01B,Debra Kiel,Hammond Township,27119664382,45
01B,Debra Kiel,Hegne Township,27107664437,46
01B,Debra Kiel,Helgeland Township,27119664445,41
01B,Debra Kiel,Hendrum City,271072394351,289
01B,Debra Kiel,Hendrum Township,27107664452,83
01B,Debra Kiel,Higdem Township,27119664467,83
01B,Debra Kiel,Hill River Township,27119664479,197
01B,Debra Kiel,Home Lake Township,27107664513,107
01B,Debra Kiel,Hubbard Township,27119664526,58
01B,Debra Kiel,Huntsville Township,27119664534,442
01B,Debra Kiel,Johnson Township,27119664585,41
01B,Debra Kiel,Kertsonville Township,27119664622,90
01B,Debra Kiel,Keystone Township,27119664625,70
01B,Debra Kiel,King Township,27119664635,225
01B,Debra Kiel,Knute Township,27119664642,563
01B,Debra Kiel,Lake Ida Township,27107664682,137
01B,Debra Kiel,Lake Pleasant Township,27125664695,104
01B,Debra Kiel,Lambert Township,27125664714,136
01B,Debra Kiel,Lee Township,27107664745,118
01B,Debra Kiel,Lengby City,271192395676,92
01B,Debra Kiel,Lessor Township,27119664765,139
01B,Debra Kiel,Liberty Township,27119664777,113
01B,Debra Kiel,Lockhart Township,27107664809,48
01B,Debra Kiel,Louisville Township,27125664828,171
01B,Debra Kiel,Lowell Township,27119664831,287
01B,Debra Kiel,Mary Township,27107664925,61
01B,Debra Kiel,McDonaldsville Township,27107664857,165
01B,Debra Kiel,McIntosh City,271192395072,606
01B,Debra Kiel,Mentor City,271192395100,104
01B,Debra Kiel,Nesbit Township,27119665079,111
01B,Debra Kiel,Nielsville City,271192395234,78
01B,Debra Kiel,Northland Township,27119665159,151
01B,Debra Kiel,Oklee City,271252395313,413
01B,Debra Kiel,Onstad Township,27119665211,61
01B,Debra Kiel,Parnell Township,27119665260,61
01B,Debra Kiel,Perley City,271072396182,113
01B,Debra Kiel,Pleasant View Township,27107665325,111
01B,Debra Kiel,Plummer City,271252396240,276
01B,Debra Kiel,Poplar River Township,27125665339,115
01B,Debra Kiel,Queen Township,27119665366,219
01B,Debra Kiel,Red Lake Falls City,271252396336,1339
01B,Debra Kiel,Red Lake Falls Township,27125665386,192
01B,Debra Kiel,Reis Township,27119665395,82
01B,Debra Kiel,Rhinehart Township,27119665404,139
01B,Debra Kiel,River Township,27125665423,62
01B,Debra Kiel,Rockwell Township,27107665441,53
01B,Debra Kiel,Roome Township,27119665453,167
01B,Debra Kiel,Rosebud Township,27119665460,310
01B,Debra Kiel,Russia Township,27119665493,29
01B,Debra Kiel,Sandsville Township,27119665548,47
01B,Debra Kiel,Scandia Township,27119665564,64
01B,Debra Kiel,Shelly City,271072395871,154
01B,Debra Kiel,Shelly Township,27107665592,113
01B,Debra Kiel,Sletten Township,27119665634,200
01B,Debra Kiel,Spring Creek Township,27107665668,67
01B,Debra Kiel,Strand Township,27107665726,80
01B,Debra Kiel,Sullivan Township,27119665734,164
01B,Debra Kiel,Sundal Township,27107665741,152
01B,Debra Kiel,Tabor Township,27119665758,115
01B,Debra Kiel,Terrebonne Township,27125665777,145
01B,Debra Kiel,Trail City,271192397047,40
01B,Debra Kiel,Twin Valley City,271072397073,721
01B,Debra Kiel,Tynsid Township,27119665831,77
01B,Debra Kiel,Ulen City,270272397080,476
01B,Debra Kiel,Ulen Township,27027665836,173
01B,Debra Kiel,Vineland Township,27119665876,87
01B,Debra Kiel,Waukon Township,27107665939,91
01B,Debra Kiel,Wild Rice Township,27107665993,275
01B,Debra Kiel,Winchester Township,27107666012,38
01B,Debra Kiel,Winger City,271192397346,174
01B,Debra Kiel,Winger Township,27119666019,195
01B,Debra Kiel,Woodside Township,27119666048,512
01B,Debra Kiel,Wylie Township,27125666063,58
02A,Matthew J. Grossell,Alaska Township,27007663395,195
02A,Matthew J. Grossell,Battle Township,27007663521,43
02A,Matthew J. Grossell,Baudette City,270772394085,966
02A,Matthew J. Grossell,Beltrami Forest Unorganized,270779999997,85
02A,Matthew J. Grossell,Bemidji City,270072394130,15379
02A,Matthew J. Grossell,Bemidji Township,27007663566,2865
02A,Matthew J. Grossell,Benville Township,27007663572,98
02A,Matthew J. Grossell,Buzzle Township,27007663718,306
02A,Matthew J. Grossell,Clearbrook City,270292393551,464
02A,Matthew J. Grossell,Clover Township,27029663834,88
02A,Matthew J. Grossell,Durand Township,27007664013,227
02A,Matthew J. Grossell,Eckles Township,27007664038,2014
02A,Matthew J. Grossell,Gonvick City,270292394926,263
02A,Matthew J. Grossell,Grant Valley Township,27007664328,2431
02A,Matthew J. Grossell,Greenwood Township,27029664350,78
02A,Matthew J. Grossell,Hamre Township,27007664387,19
02A,Matthew J. Grossell,Hangaard Township,27029664390,6
02A,Matthew J. Grossell,Jones Township,27007664587,271
02A,Matthew J. Grossell,Lammers Township,27007664717,602
02A,Matthew J. Grossell,Lee Township,27007664744,41
02A,Matthew J. Grossell,Leon Township,27029664754,392
02A,Matthew J. Grossell,Liberty Township,27007664775,746
02A,Matthew J. Grossell,Lower Red Lake Unorganized,27007664832,5437
02A,Matthew J. Grossell,Maple Ridge Township,27007664905,113
02A,Matthew J. Grossell,Minnie Township,27007665000,22
02A,Matthew J. Grossell,Nebish Township,27007665073,279
02A,Matthew J. Grossell,North Beltrami Unorganized,27007665143,32
02A,Matthew J. Grossell,North Clearwater Unorganized,27029665149,70
02A,Matthew J. Grossell,Northern Township,27007665153,3745
02A,Matthew J. Grossell,Northwest Angle Unorganized,270779999995,149
02A,Matthew J. Grossell,Pine Lake Township,27029665306,447
02A,Matthew J. Grossell,Quiring Township,27007665368,81
02A,Matthew J. Grossell,Rainy River Unorganized,270779999996,2405
02A,Matthew J. Grossell,Roosevelt City,270772396425,1
02A,Matthew J. Grossell,Roosevelt Township,27007665454,225
02A,Matthew J. Grossell,Shotley Brook Unorganized,27007665606,27
02A,Matthew J. Grossell,Shotley Township,27007665605,32
02A,Matthew J. Grossell,Sinclair Township,27029665619,142
02A,Matthew J. Grossell,Solway City,270072395910,73
02A,Matthew J. Grossell,Spruce Grove Township,27007665686,48
02A,Matthew J. Grossell,Steenerson Township,27007665705,24
02A,Matthew J. Grossell,Turtle Lake Township,27007665819,1299
02A,Matthew J. Grossell,Upper Red Lake Unorganized,27007665841,6
02A,Matthew J. Grossell,Waskish Township,27007665926,95
02A,Matthew J. Grossell,Williams City,270772397316,157
02A,Matthew J. Grossell,Wilton City,270072397333,263
02A,Matthew J. Grossell,Winsor Township,27029666026,120
02B,Matt Bliss,Bagley City,270292394051,1285
02B,Matt Bliss,Bear Creek Township,27029663530,112
02B,Matt Bliss,Beaulieu Township,27087663535,124
02B,Matt Bliss,Bejou City,270872394107,84
02B,Matt Bliss,Bejou Township,27087663548,80
02B,Matt Bliss,Bena City,270212394131,143
02B,Matt Bliss,Birch Township,27007663593,103
02B,Matt Bliss,Blackduck City,270072394181,841
02B,Matt Bliss,Bowstring Lake Unorganized,27061663639,1178
02B,Matt Bliss,Bowstring Township,27061663638,212
02B,Matt Bliss,Boy Lake Township,27021663642,210
02B,Matt Bliss,Boy River City,270212394231,26
02B,Matt Bliss,Boy River Township,27021663644,56
02B,Matt Bliss,Brook Lake Unorganized,27007663671,251
02B,Matt Bliss,Callaway City,270052393497,178
02B,Matt Bliss,Callaway Township,27005663727,304
02B,Matt Bliss,Cass Lake City,270212393767,675
02B,Matt Bliss,Chief Township,27087663795,176
02B,Matt Bliss,Clover Township,27087663836,142
02B,Matt Bliss,Copley Township,27029663867,867
02B,Matt Bliss,Cormant Township,27007663872,202
02B,Matt Bliss,Deer Lake Unorganized,27061663946,149
02B,Matt Bliss,Deer River City,270612394489,11
02B,Matt Bliss,Dudley Township,27029664004,413
02B,Matt Bliss,Eagle View Township,27005664021,186
02B,Matt Bliss,Eddy Township,27029664040,303
02B,Matt Bliss,Falk Township,27029664138,277
02B,Matt Bliss,Farden Township,27057664142,1145
02B,Matt Bliss,Federal Dam City,270212394754,123
02B,Matt Bliss,Fern Township,27057664161,285
02B,Matt Bliss,Forest Township,27005664190,172
02B,Matt Bliss,Frohn Township,27007664235,1530
02B,Matt Bliss,Funkley City,270072394836,18
02B,Matt Bliss,Good Hope Township,27061664289,137
02B,Matt Bliss,Gould Township,27021664302,232
02B,Matt Bliss,Gregory Township,27087664353,75
02B,Matt Bliss,Guthrie Township,27057664365,603
02B,Matt Bliss,Hagali Township,27007664368,360
02B,Matt Bliss,Hart Lake Township,27057664405,543
02B,Matt Bliss,Heier Township,27087664439,151
02B,Matt Bliss,Helga Township,27057664444,1648
02B,Matt Bliss,Hines Township,27007664485,612
02B,Matt Bliss,Holst Township,27029664505,335
02B,Matt Bliss,Hornet Township,27007664519,209
02B,Matt Bliss,Inguadona Township,27021664546,182
02B,Matt Bliss,Island Lake Township,27087664562,300
02B,Matt Bliss,Itasca Township,27029664566,129
02B,Matt Bliss,Kego Township,27021664606,607
02B,Matt Bliss,Kelliher City,270072395502,258
02B,Matt Bliss,Kelliher Township,27007664608,126
02B,Matt Bliss,La Garde Township,27087664656,158
02B,Matt Bliss,Lake Alice Township,27057664660,114
02B,Matt Bliss,Lake Grove Township,27087664677,171
02B,Matt Bliss,Lake Hattie Township,27057664679,180
02B,Matt Bliss,Lake Jessie Township,27061664683,248
02B,Matt Bliss,Lakeport Township,27057664696,65
02B,Matt Bliss,Langor Township,27007664725,208
02B,Matt Bliss,La Prairie Township,27029664729,398
02B,Matt Bliss,Leech Lake Township,27021664746,437
02B,Matt Bliss,Leonard City,270292395681,48
02B,Matt Bliss,Little Elbow Township,270871729740,318
02B,Matt Bliss,Long Lost Lake Township,270292392573,54
02B,Matt Bliss,Longville City,270212395761,153
02B,Matt Bliss,Mahnomen City,270872395817,1232
02B,Matt Bliss,Maple Grove Township,27005664899,477
02B,Matt Bliss,Marsh Creek Township,27087664920,141
02B,Matt Bliss,Max Township,27061664929,127
02B,Matt Bliss,Minerva Township,27029664985,233
02B,Matt Bliss,Moose Creek Township,27029665022,256
02B,Matt Bliss,Moose Lake Township,27007665023,268
02B,Matt Bliss,Morse Township,27061665042,555
02B,Matt Bliss,Nora Township,27029665129,429
02B,Matt Bliss,North Cass Unorganized,27021665147,329
02B,Matt Bliss,Oakland Township,27087665189,226
02B,Matt Bliss,O'Brien Township,27007665196,47
02B,Matt Bliss,Ogema City,270052395308,204
02B,Matt Bliss,Oteneagen Township,27061665234,313
02B,Matt Bliss,Otter Tail Peninsula Township,27021665241,82
02B,Matt Bliss,Pembina Township,27087665275,629
02B,Matt Bliss,Pike Bay Township,27021665295,1713
02B,Matt Bliss,Pine Lake Township,27021665305,193
02B,Matt Bliss,Pine Point Township,27005665309,329
02B,Matt Bliss,Popple Grove Township,27087665341,138
02B,Matt Bliss,Popple Township,27029665340,535
02B,Matt Bliss,Port Hope Township,27007665345,745
02B,Matt Bliss,Rice Township,27029665406,162
02B,Matt Bliss,Riceville Township,27005665410,118
02B,Matt Bliss,Rockwood Township,27057665442,390
02B,Matt Bliss,Rogers Township,27021665444,84
02B,Matt Bliss,Rosedale Township,27087665462,130
02B,Matt Bliss,Round Lake Township,27005665478,232
02B,Matt Bliss,Salem Township,27021665537,115
02B,Matt Bliss,Sand Lake Township,27061665543,184
02B,Matt Bliss,Schoolcraft Township,27057665567,136
02B,Matt Bliss,Shevlin City,270292395875,137
02B,Matt Bliss,Shevlin Township,27029665598,473
02B,Matt Bliss,Shingobee Township,27021665601,1669
02B,Matt Bliss,Shooks Township,27007665602,187
02B,Matt Bliss,South Clearwater Unorganized,27029665647,8
02B,Matt Bliss,Spring Creek Township,27005665667,103
02B,Matt Bliss,Squaw Lake City,270612395945,98
02B,Matt Bliss,Steamboat River Township,27057665703,4
02B,Matt Bliss,Sugar Bush Township,27005665732,537
02B,Matt Bliss,Sugar Bush Township,27007665733,232
02B,Matt Bliss,Summit Township,27007665735,267
02B,Matt Bliss,Taylor Township,27007665767,113
02B,Matt Bliss,Ten Lake Township,27007665773,1030
02B,Matt Bliss,Tenstrike City,270072396041,186
02B,Matt Bliss,Third River Township,27061665780,50
02B,Matt Bliss,Turtle Lake Township,27021665820,821
02B,Matt Bliss,Turtle River City,270072397070,88
02B,Matt Bliss,Turtle River Township,27007665822,1226
02B,Matt Bliss,Twin Lakes Township,27087665825,727
02B,Matt Bliss,Wahnena Unorganized,270212393826,169
02B,Matt Bliss,Walker City,270212397174,958
02B,Matt Bliss,Waubun City,270872397219,409
02B,Matt Bliss,White Earth Township,27005665985,769
02B,Matt Bliss,Wilkinson Township,27021665995,574
02B,Matt Bliss,Woodrow Township,27007666044,83
03A,Roger J. Skraba,Alvwood Township,27061663424,48
03A,Roger J. Skraba,Ardenhurst Township,27061663452,147
03A,Roger J. Skraba,Babbitt City,271372394047,1397
03A,Roger J. Skraba,Bassett Township,27137663519,36
03A,Roger J. Skraba,Bearville Township,27061663532,202
03A,Roger J. Skraba,Beatty Township,27137663533,418
03A,Roger J. Skraba,Beaver Bay City,270752394099,120
03A,Roger J. Skraba,Beaver Bay Township,27075663540,517
03A,Roger J. Skraba,Big Falls City,270712394163,175
03A,Roger J. Skraba,Bigfork City,270612394167,400
03A,Roger J. Skraba,Bigfork Township,27061663587,315
03A,Roger J. Skraba,Birch Lake Unorganized,27137663598,481
03A,Roger J. Skraba,Breitung Township,27137663660,530
03A,Roger J. Skraba,Camp 5 Township,271372397778,22
03A,Roger J. Skraba,Carpenter Township,27061663755,154
03A,Roger J. Skraba,Central Koochiching Unorganized,27071664030,655
03A,Roger J. Skraba,Cook City,271372393625,534
03A,Roger J. Skraba,Crane Lake Township,271371986987,98
03A,Roger J. Skraba,Crystal Bay Township,27075663903,435
03A,Roger J. Skraba,Eagles Nest Township,271371729739,226
03A,Roger J. Skraba,East Cook Unorganized,27031664025,664
03A,Roger J. Skraba,Effie City,270612394627,109
03A,Roger J. Skraba,Ely City,271372394682,3267
03A,Roger J. Skraba,Fall Lake Township,27075664139,630
03A,Roger J. Skraba,Field Township,27137664163,351
03A,Roger J. Skraba,Gheen Unorganized,27137664265,23
03A,Roger J. Skraba,Grand Marais City,270312394950,1337
03A,Roger J. Skraba,Grand Portage Unorganized,27031664317,595
03A,Roger J. Skraba,Grattan Township,27061664332,44
03A,Roger J. Skraba,Greenwood Township,27137664351,1041
03A,Roger J. Skraba,Hoyt Lakes City,271372394434,2020
03A,Roger J. Skraba,International Falls City,270712395428,5802
03A,Roger J. Skraba,Kabetogama Township,271372397817,140
03A,Roger J. Skraba,Kinghurst Township,27061664636,116
03A,Roger J. Skraba,Kugler Township,27137664648,145
03A,Roger J. Skraba,Lake Number 1 Unorganized,27075664691,142
03A,Roger J. Skraba,Lake Number 2 Unorganized,27075664692,554
03A,Roger J. Skraba,Lake Superior Unorganized,270310319999,0
03A,Roger J. Skraba,Lake Superior Unorganized,270750759999,0
03A,Roger J. Skraba,Leiding Township,27137664749,399
03A,Roger J. Skraba,Linden Grove Township,27137664789,113
03A,Roger J. Skraba,Littlefork City,270712395738,553
03A,Roger J. Skraba,Lutsen Township,27031664839,537
03A,Roger J. Skraba,Marcell Township,27061664913,474
03A,Roger J. Skraba,Mizpah City,270712395361,58
03A,Roger J. Skraba,Moose Park Township,27061665027,69
03A,Roger J. Skraba,Morse Township,27137665043,1189
03A,Roger J. Skraba,Nett Lake Unorganized,27071665083,120
03A,Roger J. Skraba,Nett Lake Unorganized,27137665082,264
03A,Roger J. Skraba,Nore Township,27061665136,66
03A,Roger J. Skraba,Northeast Saint Louis Unorganized,27137665152,296
03A,Roger J. Skraba,North Itasca Unorganized,27061665151,1506
03A,Roger J. Skraba,Northome City,270712395268,155
03A,Roger J. Skraba,Northome Unorganized,27071665164,482
03A,Roger J. Skraba,Northwest Koochiching Unorganized,27071665174,626
03A,Roger J. Skraba,Northwest Saint Louis Unorganized,27137665176,271
03A,Roger J. Skraba,Orr City,271372396084,211
03A,Roger J. Skraba,Owens Township,27137665245,253
03A,Roger J. Skraba,Pomroy Township,27061665334,33
03A,Roger J. Skraba,Portage Township,27137665343,164
03A,Roger J. Skraba,Rainy Lake Unorganized,27071665373,2803
03A,Roger J. Skraba,Ranier City,270712396320,569
03A,Roger J. Skraba,Schroeder Township,27031665568,179
03A,Roger J. Skraba,Silver Bay City,270752395886,1857
03A,Roger J. Skraba,Silver Creek Township,27075665613,1192
03A,Roger J. Skraba,South Koochiching Unorganized,27071665654,64
03A,Roger J. Skraba,Stokes Township,27061665715,207
03A,Roger J. Skraba,Stony River Township,27075665720,172
03A,Roger J. Skraba,Tofte Township,27031665794,269
03A,Roger J. Skraba,Tower City,271372397042,430
03A,Roger J. Skraba,Unorganized 14925 Unorganized,27061664776,62
03A,Roger J. Skraba,Vermilion Lake Township,27137665858,265
03A,Roger J. Skraba,Waasa Township,27137665881,225
03A,Roger J. Skraba,West Cook Unorganized,27031665959,2019
03A,Roger J. Skraba,Willow Valley Township,27137666003,112
03A,Roger J. Skraba,Winton City,271372397354,169
03A,Roger J. Skraba,Wirt Township,27061666031,94
03B,Natalie Zeleznikar,Alden Township,27137663409,196
03B,Natalie Zeleznikar,Ault Township,27137663479,128
03B,Natalie Zeleznikar,Canosia Township,27137663745,2206
03B,Natalie Zeleznikar,Duluth City,271372394568,1542
03B,Natalie Zeleznikar,Duluth Township,27137664006,2039
03B,Natalie Zeleznikar,Fairbanks Township,27137664127,66
03B,Natalie Zeleznikar,Fredenberg Township,27137664222,1431
03B,Natalie Zeleznikar,Gnesen Township,27137664284,1931
03B,Natalie Zeleznikar,Grand Lake Township,27137664312,2720
