district,name,mcdname,mcd,pop
18B,"Gruenhagen, Glenn",Winthrop City,2714371122,1399
19A,"Akland, Susan",Belgrade Township,2710304744,1052
19A,"Akland, Susan",Bernadotte Township,2710305410,278
19A,"Akland, Susan",Brighton Township,2710307732,149
19A,"Akland, Susan",Courtland City,2710313582,611
19A,"Akland, Susan",Courtland Township,2710313600,630
19A,"Akland, Susan",Granby Township,2710324902,246
19A,"Akland, Susan",Kasota City,2707932462,675
19A,"Akland, Susan",Kasota Township,2707932480,490
19A,"Akland, Susan",Lafayette City,2710333920,504
19A,"Akland, Susan",Lafayette Township,2710333938,694
19A,"Akland, Susan",Lake Prairie Township,2710334856,682
19A,"Akland, Susan",Lime Township,2701337052,1395
19A,"Akland, Susan",Mankato City,2701339878,4007
19A,"Akland, Susan",Mankato City,2707939878,4
19A,"Akland, Susan",Mankato Township,2701339896,274
19A,"Akland, Susan",New Sweden Township,2710345988,297
19A,"Akland, Susan",Nicollet City,2710346150,1093
19A,"Akland, Susan",Nicollet Township,2710346168,527
19A,"Akland, Susan",North Mankato City,2710347068,13394
19A,"Akland, Susan",Oshawa Township,2710348922,502
19A,"Akland, Susan",Ridgely Township,2710354430,115
19A,"Akland, Susan",St. Peter City,2710358036,11196
19A,"Akland, Susan",Traverse Township,2710365416,334
19A,"Akland, Susan",West Newton Township,2710369556,423
19B,"Frederick, Luke",Eagle Lake City,2701317378,2422
19B,"Frederick, Luke",Mankato City,2701339878,35298
19B,"Frederick, Luke",Mankato Township,2701339896,1695
19B,"Frederick, Luke",Skyline City,2701360754,289
20A,"Pfarr, Brian",Belle Plaine City,2713904834,6661
20A,"Pfarr, Brian",Belle Plaine Township,2713904852,878
20A,"Pfarr, Brian",Blakeley Township,2713906418,418
20A,"Pfarr, Brian",Cedar Lake Township,2713910450,2779
20A,"Pfarr, Brian",Cleveland City,2707911872,719
20A,"Pfarr, Brian",Cleveland Township,2707911890,658
20A,"Pfarr, Brian",Derrynane Township,2707915760,508
20A,"Pfarr, Brian",Elko New Market City,2713918662,4110
20A,"Pfarr, Brian",Helena Township,2713928322,1648
20A,"Pfarr, Brian",Kasota Township,2707932480,1091
20A,"Pfarr, Brian",Le Center City,2707936134,2499
20A,"Pfarr, Brian",Le Sueur City,2707936746,4048
20A,"Pfarr, Brian",Lexington Township,2707936872,707
20A,"Pfarr, Brian",New Market Township,2713945754,3440
20A,"Pfarr, Brian",New Prague City,2707945808,3041
20A,"Pfarr, Brian",New Prague City,2713945808,4280
20A,"Pfarr, Brian",Ottawa Township,2707949174,283
20A,"Pfarr, Brian",Sharon Township,2707959386,636
20A,"Pfarr, Brian",Tyrone Township,2707966100,562
20A,"Pfarr, Brian",Washington Township,2707968350,715
20B,"Lippert, Todd",Bridgewater Township,2713107714,1772
20B,"Lippert, Todd",Cordova Township,2707913204,471
20B,"Lippert, Todd",Dennison City,2713115706,13
20B,"Lippert, Todd",Dundas City,2713117126,1367
20B,"Lippert, Todd",Erin Township,2713119682,859
20B,"Lippert, Todd",Forest Township,2713121680,1233
20B,"Lippert, Todd",Heidelberg City,2707928214,122
20B,"Lippert, Todd",Kilkenny City,2707933110,134
20B,"Lippert, Todd",Kilkenny Township,2707933128,404
20B,"Lippert, Todd",Lanesburgh Township,2707935468,2035
20B,"Lippert, Todd",Lonsdale City,2713138150,3674
20B,"Lippert, Todd",Montgomery City,2707943738,2956
20B,"Lippert, Todd",Montgomery Township,2707943756,665
20B,"Lippert, Todd",Northfield City,2713146924,18860
20B,"Lippert, Todd",Northfield Township,2713146942,842
20B,"Lippert, Todd",Shieldsville Township,2713159854,1137
20B,"Lippert, Todd",Webster Township,2713168962,1768
20B,"Lippert, Todd",Wheatland Township,2713169826,1237
21A,"Haley, Barb",Bellechester City,2704904798,133
21A,"Haley, Barb",Bellechester City,2715704798,42
21A,"Haley, Barb",Belle Creek Township,2704904816,501
21A,"Haley, Barb",Belvidere Township,2704905032,462
21A,"Haley, Barb",Cannon Falls City,2704909730,4083
21A,"Haley, Barb",Cannon Falls Township,2704909748,1070
21A,"Haley, Barb",Featherstone Township,2704920780,782
21A,"Haley, Barb",Florence Township,2704921392,1581
21A,"Haley, Barb",Goodhue City,2704924398,1176
21A,"Haley, Barb",Goodhue Township,2704924416,525
21A,"Haley, Barb",Hay Creek Township,2704927818,882
21A,"Haley, Barb",Lake City,2704934172,747
21A,"Haley, Barb",Lake City,2715734172,4316
21A,"Haley, Barb",Lake Township,2715734028,442
21A,"Haley, Barb",Leon Township,2704936476,885
21A,"Haley, Barb",Mount Pleasant Township,2715744620,447
21A,"Haley, Barb",Pepin Township,2715750362,378
21A,"Haley, Barb",Red Wing City,2704953620,16459
21A,"Haley, Barb",Vasa Township,2704966640,910
21A,"Haley, Barb",Wabasha City,2715767378,2521
21A,"Haley, Barb",Wacouta Township,2704967486,386
21A,"Haley, Barb",Welch Township,2704969052,754
21B,"Drazkowski, Steve",Altura City,2716901234,493
21B,"Drazkowski, Steve",Cherry Grove Township,2704911188,397
21B,"Drazkowski, Steve",Chester Township,2715711242,455
21B,"Drazkowski, Steve",Concord Township,2703912934,574
21B,"Drazkowski, Steve",Elba City,2716918386,152
21B,"Drazkowski, Steve",Elba Township,2716918404,311
21B,"Drazkowski, Steve",Elgin City,2715718530,1089
21B,"Drazkowski, Steve",Elgin Township,2715718548,733
21B,"Drazkowski, Steve",Gillford Township,2715723786,572
21B,"Drazkowski, Steve",Glasgow Township,2715723894,247
21B,"Drazkowski, Steve",Goodview City,2716924524,4036
21B,"Drazkowski, Steve",Greenfield Township,2715725640,1349
21B,"Drazkowski, Steve",Hammond City,2715726828,132
21B,"Drazkowski, Steve",Highland Township,2715728952,462
21B,"Drazkowski, Steve",Holden Township,2704929546,454
21B,"Drazkowski, Steve",Hyde Park Township,2715730680,286
21B,"Drazkowski, Steve",Kellogg City,2715732642,456
21B,"Drazkowski, Steve",Kenyon City,2704932840,1815
21B,"Drazkowski, Steve",Kenyon Township,2704932858,393
21B,"Drazkowski, Steve",Mazeppa City,2715741282,842
21B,"Drazkowski, Steve",Mazeppa Township,2715741300,717
21B,"Drazkowski, Steve",Millville City,2715742290,182
21B,"Drazkowski, Steve",Minneiska City,2715743036,61
21B,"Drazkowski, Steve",Minneiska City,2716943036,50
21B,"Drazkowski, Steve",Minneiska Township,2715743054,185
21B,"Drazkowski, Steve",Minneola Township,2704943072,629
21B,"Drazkowski, Steve",Minnesota City,2716943144,204
21B,"Drazkowski, Steve",Mount Vernon Township,2716944656,273
21B,"Drazkowski, Steve",Norton Township,2716947374,490
21B,"Drazkowski, Steve",Oakwood Township,2715748022,405
21B,"Drazkowski, Steve",Pine Island City,2704951136,2560
21B,"Drazkowski, Steve",Pine Island Township,2704951154,551
21B,"Drazkowski, Steve",Plainview City,2715751424,3340
21B,"Drazkowski, Steve",Plainview Township,2715751442,443
21B,"Drazkowski, Steve",Rollingstone City,2716955276,664
21B,"Drazkowski, Steve",Rollingstone Township,2716955294,701
21B,"Drazkowski, Steve",Roscoe Township,2704955492,732
21B,"Drazkowski, Steve",St. Charles City,2716956788,3735
21B,"Drazkowski, Steve",St. Charles Township,2716956806,629
21B,"Drazkowski, Steve",Wanamingo City,2704967972,1086
21B,"Drazkowski, Steve",Wanamingo Township,2704967990,456
21B,"Drazkowski, Steve",Watopa Township,2715768638,247
21B,"Drazkowski, Steve",West Albany Township,2715769178,398
21B,"Drazkowski, Steve",West Concord City,2703969304,782
21B,"Drazkowski, Steve",Whitewater Township,2716970168,198
21B,"Drazkowski, Steve",Zumbro Falls City,2715772310,207
21B,"Drazkowski, Steve",Zumbrota City,2704972328,3252
21B,"Drazkowski, Steve",Zumbrota Township,2704972346,586
21B,"Drazkowski, Steve",Zumbro Township,2715772292,722
22A,"Schomacker, Joe",Aetna Township,2711700298,194
22A,"Schomacker, Joe",Alta Vista Township,2708101180,175
22A,"Schomacker, Joe",Altona Township,2711701216,153
22A,"Schomacker, Joe",Amiret Township,2708301432,245
22A,"Schomacker, Joe",Arco City,2708101972,75
22A,"Schomacker, Joe",Ash Lake Township,2708102476,151
22A,"Schomacker, Joe",Avoca City,2710103052,147
22A,"Schomacker, Joe",Balaton City,2708303250,643
22A,"Schomacker, Joe",Battle Plain Township,2713303988,199
22A,"Schomacker, Joe",Beaver Creek City,2713304492,297
22A,"Schomacker, Joe",Beaver Creek Township,2713304510,386
22A,"Schomacker, Joe",Belfast Township,2710104708,192
22A,"Schomacker, Joe",Bondin Township,2710106922,268
22A,"Schomacker, Joe",Burke Township,2711708650,209
22A,"Schomacker, Joe",Cameron Township,2710109460,137
22A,"Schomacker, Joe",Chanarambie Township,2710110882,206
22A,"Schomacker, Joe",Chandler City,2710110900,270
22A,"Schomacker, Joe",Clinton Township,2713311998,277
22A,"Schomacker, Joe",Coon Creek Township,2708313078,244
22A,"Schomacker, Joe",Currie City,2710114320,233
22A,"Schomacker, Joe",Custer Township,2708314392,203
22A,"Schomacker, Joe",Denver Township,2713315742,173
22A,"Schomacker, Joe",Des Moines River Township,2710115778,133
22A,"Schomacker, Joe",Diamond Lake Township,2708115940,207
22A,"Schomacker, Joe",Dovray City,2710116300,57
22A,"Schomacker, Joe",Dovray Township,2710116318,152
22A,"Schomacker, Joe",Drammen Township,2708116372,118
22A,"Schomacker, Joe",Eden Township,2711718062,278
22A,"Schomacker, Joe",Edgerton City,2711718152,1189
22A,"Schomacker, Joe",Ellsborough Township,2710118782,145
22A,"Schomacker, Joe",Elmer Township,2711718908,231
22A,"Schomacker, Joe",Fenton Township,2710120888,177
22A,"Schomacker, Joe",Florence City,2708321410,39
22A,"Schomacker, Joe",Fountain Prairie Township,2711722130,188
22A,"Schomacker, Joe",Fulda City,2710122958,1318
22A,"Schomacker, Joe",Garvin City,2708323228,135
22A,"Schomacker, Joe",Grange Township,2711725208,203
22A,"Schomacker, Joe",Gray Township,2711725478,225
22A,"Schomacker, Joe",Hadley City,2710126450,61
22A,"Schomacker, Joe",Hansonville Township,2708127026,90
22A,"Schomacker, Joe",Hardwick City,2713327116,198
22A,"Schomacker, Joe",Hatfield City,2711727566,54
22A,"Schomacker, Joe",Hendricks City,2708128430,713
22A,"Schomacker, Joe",Hendricks Township,2708128448,201
22A,"Schomacker, Joe",Hills City,2713329204,686
22A,"Schomacker, Joe",Holland City,2711729618,187
22A,"Schomacker, Joe",Holly Township,2710129690,127
22A,"Schomacker, Joe",Hope Township,2708130104,272
22A,"Schomacker, Joe",Ihlen City,2711730806,63
22A,"Schomacker, Joe",Iona City,2710131094,137
22A,"Schomacker, Joe",Iona Township,2710131112,163
22A,"Schomacker, Joe",Ivanhoe City,2708131526,559
22A,"Schomacker, Joe",Jasper City,2711731760,573
22A,"Schomacker, Joe",Jasper City,2713331760,60
22A,"Schomacker, Joe",Kanaranzi Township,2713332336,247
22A,"Schomacker, Joe",Kenneth City,2713332750,68
22A,"Schomacker, Joe",Lake Benton City,2708134100,683
22A,"Schomacker, Joe",Lake Benton Township,2708134118,241
22A,"Schomacker, Joe",Lake Sarah Township,2710134892,393
22A,"Schomacker, Joe",Lake Stay Township,2708135054,156
22A,"Schomacker, Joe",Lake Wilson City,2710135198,251
22A,"Schomacker, Joe",Leeds Township,2710136260,210
22A,"Schomacker, Joe",Leota Township,2710536566,390
22A,"Schomacker, Joe",Lime Lake Township,2710137088,181
22A,"Schomacker, Joe",Limestone Township,2708137106,136
22A,"Schomacker, Joe",Lowville Township,2710138402,169
22A,"Schomacker, Joe",Luverne City,2713338564,4745
22A,"Schomacker, Joe",Luverne Township,2713338582,479
22A,"Schomacker, Joe",Lyons Township,2708338834,199
22A,"Schomacker, Joe",Magnolia City,2713339338,222
22A,"Schomacker, Joe",Magnolia Township,2713339356,212
22A,"Schomacker, Joe",Marble Township,2708140436,161
22A,"Schomacker, Joe",Marshfield Township,2708140760,242
22A,"Schomacker, Joe",Martin Township,2713340796,382
22A,"Schomacker, Joe",Mason Township,2710140958,299
22A,"Schomacker, Joe",Monroe Township,2708343666,202
22A,"Schomacker, Joe",Moulton Township,2710144458,206
22A,"Schomacker, Joe",Mound Township,2713344494,252
22A,"Schomacker, Joe",Murray Township,2710144854,177
22A,"Schomacker, Joe",Osborne Township,2711748832,286
22A,"Schomacker, Joe",Pipestone City,2711751388,4317
22A,"Schomacker, Joe",Rock Lake Township,2708355042,265
22A,"Schomacker, Joe",Rock Township,2711754916,182
22A,"Schomacker, Joe",Rose Dell Township,2713355654,216
22A,"Schomacker, Joe",Royal Township,2708156158,189
22A,"Schomacker, Joe",Russell City,2708356428,338
22A,"Schomacker, Joe",Ruthton City,2711756482,241
22A,"Schomacker, Joe",Shaokatan Township,2708159377,178
22A,"Schomacker, Joe",Shelburne Township,2708359440,178
22A,"Schomacker, Joe",Shetek Township,2710159764,296
22A,"Schomacker, Joe",Skandia Township,2710160628,172
22A,"Schomacker, Joe",Slayton City,2710160808,2153
22A,"Schomacker, Joe",Slayton Township,2710160826,295
22A,"Schomacker, Joe",Sodus Township,2708361042,283
22A,"Schomacker, Joe",Springwater Township,2713362140,252
22A,"Schomacker, Joe",Steen City,2713362662,180
22A,"Schomacker, Joe",Sweet Township,2711763886,324
22A,"Schomacker, Joe",Tracy City,2708365308,2163
22A,"Schomacker, Joe",Trosky City,2711765542,86
22A,"Schomacker, Joe",Troy Township,2711765614,289
22A,"Schomacker, Joe",Tyler City,2708166046,1143
22A,"Schomacker, Joe",Verdi Township,2708166730,206
22A,"Schomacker, Joe",Vienna Township,2713367072,156
22A,"Schomacker, Joe",Wilmont Township,2710570600,184
22A,"Schomacker, Joe",Woodstock City,2711771680,124
22B,"Hamilton, Rod",Adrian City,2710500262,1209
22B,"Hamilton, Rod",Alba Township,2706300604,170
22B,"Hamilton, Rod",Amboy Township,2703301342,164
22B,"Hamilton, Rod",Amo Township,2703301441,132
22B,"Hamilton, Rod",Ann Township,2703301666,179
22B,"Hamilton, Rod",Bigelow City,2710505644,235
22B,"Hamilton, Rod",Bigelow Township,2710505662,373
22B,"Hamilton, Rod",Bingham Lake City,2703305896,126
22B,"Hamilton, Rod",Bloom Township,2710506508,158
22B,"Hamilton, Rod",Brewster City,2710507660,473
22B,"Hamilton, Rod",Carson Township,2703310108,280
22B,"Hamilton, Rod",Comfrey City,2703312772,16
22B,"Hamilton, Rod",Dale Township,2703314608,151
22B,"Hamilton, Rod",Delafield Township,2706315436,226
22B,"Hamilton, Rod",Delton Township,2703315652,123
22B,"Hamilton, Rod",Dewald Township,2710515850,254
22B,"Hamilton, Rod",Dundee City,2710517144,68
22B,"Hamilton, Rod",Elk Township,2710518602,253
22B,"Hamilton, Rod",Ellsworth City,2710518836,463
22B,"Hamilton, Rod",Ewington Township,2706320042,244
22B,"Hamilton, Rod",Germantown Township,2703323570,207
22B,"Hamilton, Rod",Graham Lakes Township,2710524848,218
22B,"Hamilton, Rod",Grand Prairie Township,2710525100,206
22B,"Hamilton, Rod",Great Bend Township,2703325514,287
22B,"Hamilton, Rod",Heron Lake City,2706328700,698
22B,"Hamilton, Rod",Heron Lake Township,2706328718,333
22B,"Hamilton, Rod",Hersey Township,2710528736,219
22B,"Hamilton, Rod",Highwater Township,2703329060,166
22B,"Hamilton, Rod",Indian Lake Township,2710530878,232
22B,"Hamilton, Rod",Jeffers City,2703331796,369
22B,"Hamilton, Rod",Kinbrae City,2710533236,12
22B,"Hamilton, Rod",La Crosse Township,2706333902,156
22B,"Hamilton, Rod",Lakefield City,2706334316,1694
22B,"Hamilton, Rod",Lakeside Township,2703335000,237
22B,"Hamilton, Rod",Lamberton City,2712735288,824
22B,"Hamilton, Rod",Lamberton Township,2712735306,193
22B,"Hamilton, Rod",Larkin Township,2710535666,188
22B,"Hamilton, Rod",Lismore City,2710537412,227
22B,"Hamilton, Rod",Lismore Township,2710537430,175
22B,"Hamilton, Rod",Little Rock Township,2710537682,211
22B,"Hamilton, Rod",Lorain Township,2710538204,297
22B,"Hamilton, Rod",Midway Township,2703342002,219
22B,"Hamilton, Rod",Mountain Lake City,2703344566,2104
22B,"Hamilton, Rod",Mountain Lake Township,2703344584,384
22B,"Hamilton, Rod",North Hero Township,2712746996,161
22B,"Hamilton, Rod",Okabena City,2706348184,188
22B,"Hamilton, Rod",Olney Township,2710548274,205
22B,"Hamilton, Rod",Ransom Township,2710553152,230
22B,"Hamilton, Rod",Revere City,2712753908,95
22B,"Hamilton, Rod",Rose Hill Township,2703355672,166
22B,"Hamilton, Rod",Rost Township,2706355996,211
22B,"Hamilton, Rod",Round Lake City,2710556086,376
22B,"Hamilton, Rod",Round Lake Township,2706356068,166
22B,"Hamilton, Rod",Rushmore City,2710556338,342
22B,"Hamilton, Rod",Selma Township,2703359224,193
22B,"Hamilton, Rod",Seward Township,2710559260,208
22B,"Hamilton, Rod",Sioux Valley Township,2706360574,192
22B,"Hamilton, Rod",Southbrook Township,2703361294,79
22B,"Hamilton, Rod",Springdale Township,2712761798,217
22B,"Hamilton, Rod",Springfield Township,2703361834,120
22B,"Hamilton, Rod",Storden City,2703363022,219
22B,"Hamilton, Rod",Storden Township,2703363040,165
22B,"Hamilton, Rod",Summit Lake Township,2710563400,323
22B,"Hamilton, Rod",Walnut Grove City,2712767846,871
22B,"Hamilton, Rod",Weimer Township,2706369016,142
22B,"Hamilton, Rod",Westbrook City,2703369250,739
22B,"Hamilton, Rod",Westbrook Township,2703369268,216
22B,"Hamilton, Rod",West Heron Lake Township,2706369484,181
22B,"Hamilton, Rod",Westside Township,2710569718,218
22B,"Hamilton, Rod",Wilder City,2706370258,60
22B,"Hamilton, Rod",Wilmont City,2710570582,339
22B,"Hamilton, Rod",Windom City,2703370798,4646
22B,"Hamilton, Rod",Worthington City,2710571734,12764
22B,"Hamilton, Rod",Worthington Township,2710571752,328
23A,"Olson, Bjorn",Adrian Township,2716500280,142
23A,"Olson, Bjorn",Alpha City,2706301162,116
23A,"Olson, Bjorn",Antrim Township,2716501810,240
23A,"Olson, Bjorn",Barber Township,2704303520,248
23A,"Olson, Bjorn",Belmont Township,2706304978,218
23A,"Olson, Bjorn",Blue Earth City,2704306688,3353
23A,"Olson, Bjorn",Blue Earth City Township,2704306706,387
23A,"Olson, Bjorn",Bricelyn City,2704307678,365
23A,"Olson, Bjorn",Brush Creek Township,2704308380,225
23A,"Olson, Bjorn",Butterfield City,2716508992,586
23A,"Olson, Bjorn",Butterfield Township,2716509010,213
23A,"Olson, Bjorn",Cedar Township,2709110378,223
23A,"Olson, Bjorn",Center Creek Township,2709110594,217
23A,"Olson, Bjorn",Ceylon City,2709110792,369
23A,"Olson, Bjorn",Christiania Township,2706311476,249
23A,"Olson, Bjorn",Darfur City,2716514770,108
23A,"Olson, Bjorn",Delavan City,2704315472,179
23A,"Olson, Bjorn",Delavan Township,2704315490,228
23A,"Olson, Bjorn",Des Moines Township,2706315769,232
23A,"Olson, Bjorn",Dunnell City,2709117180,167
23A,"Olson, Bjorn",East Chain Township,2709117522,296
23A,"Olson, Bjorn",Easton City,2704317738,199
23A,"Olson, Bjorn",Elm Creek Township,2709118854,188
23A,"Olson, Bjorn",Elmore City,2704318998,663
23A,"Olson, Bjorn",Elmore Township,2704319016,181
23A,"Olson, Bjorn",Emerald Township,2704319268,222
23A,"Olson, Bjorn",Enterprise Township,2706319484,187
23A,"Olson, Bjorn",Fairmont City,2709120330,10666
23A,"Olson, Bjorn",Fairmont Township,2709120348,318
23A,"Olson, Bjorn",Fox Lake Township,2709122256,256
23A,"Olson, Bjorn",Fraser Township,2709122436,304
23A,"Olson, Bjorn",Frost City,2704322940,198
23A,"Olson, Bjorn",Galena Township,2709123030,248
23A,"Olson, Bjorn",Granada City,2709124884,303
23A,"Olson, Bjorn",Hunter Township,2706330482,224
23A,"Olson, Bjorn",Jackson City,2706331562,3299
23A,"Olson, Bjorn",Jay Township,2709131778,237
23A,"Olson, Bjorn",Jo Daviess Township,2704331976,245
23A,"Olson, Bjorn",Kimball Township,2706333146,129
23A,"Olson, Bjorn",Lake Belt Township,2709134082,189
23A,"Olson, Bjorn",Lake Fremont Township,2709134334,162
23A,"Olson, Bjorn",Lewisville City,2716536818,250
23A,"Olson, Bjorn",Long Lake Township,2716538024,338
23A,"Olson, Bjorn",Lura Township,2704338528,163
23A,"Olson, Bjorn",Manyaska Township,2709140058,306
23A,"Olson, Bjorn",Middletown Township,2706341948,227
23A,"Olson, Bjorn",Minneota Township,2706343108,259
23A,"Olson, Bjorn",Minnesota Lake City,2701343198,4
23A,"Olson, Bjorn",Minnesota Lake City,2704343198,683
23A,"Olson, Bjorn",Minnesota Lake Township,2704343216,190
23A,"Olson, Bjorn",Nashville Township,2709144962,195
23A,"Olson, Bjorn",Northrop City,2709147212,227
23A,"Olson, Bjorn",Odin City,2716548094,106
23A,"Olson, Bjorn",Odin Township,2716548112,170
23A,"Olson, Bjorn",Ormsby City,2709148562,56
23A,"Olson, Bjorn",Ormsby City,2716548562,75
23A,"Olson, Bjorn",Petersburg Township,2706350578,232
23A,"Olson, Bjorn",Pilot Grove Township,2704350974,156
23A,"Olson, Bjorn",Pleasant Prairie Township,2709151622,243
23A,"Olson, Bjorn",Prescott Township,2704352432,163
23A,"Olson, Bjorn",Rolling Green Township,2709155258,266
23A,"Olson, Bjorn",Rome Township,2704355348,143
23A,"Olson, Bjorn",Rutland City,2709156500,437
23A,"Olson, Bjorn",Seely Township,2704359206,193
23A,"Olson, Bjorn",Sherburn City,2709159620,1137
23A,"Olson, Bjorn",Silver Lake Township,2709160412,519
23A,"Olson, Bjorn",South Branch Township,2716561276,282
23A,"Olson, Bjorn",Tenhassen Township,2709164372,260
23A,"Olson, Bjorn",Trimont City,2709165470,747
23A,"Olson, Bjorn",Truman City,2709165668,1115
23A,"Olson, Bjorn",Verona Township,2704366946,364
23A,"Olson, Bjorn",Walnut Lake Township,2704367864,214
23A,"Olson, Bjorn",Waverly Township,2709168746,208
23A,"Olson, Bjorn",Welcome City,2709169070,686
23A,"Olson, Bjorn",Westford Township,2709169466,295
23A,"Olson, Bjorn",Winnebago City,2704370924,1437
23A,"Olson, Bjorn",Winnebago City Township,2704370978,201
23A,"Olson, Bjorn",Wisconsin Township,2706371212,233
23B,"Munson, Jeremy",Alton Township,2716101198,434
23B,"Munson, Jeremy",Amboy City,2701301324,534
23B,"Munson, Jeremy",Beauford Township,2701304330,406
23B,"Munson, Jeremy",Butternut Valley Township,2701309046,325
23B,"Munson, Jeremy",Byron Township,2716109172,230
23B,"Munson, Jeremy",Cambria Township,2701309352,260
23B,"Munson, Jeremy",Ceresco Township,2701310756,239
23B,"Munson, Jeremy",Danville Township,2701314752,240
23B,"Munson, Jeremy",Decoria Township,2701315130,1104
23B,"Munson, Jeremy",Elysian City,2707919160,650
23B,"Munson, Jeremy",Elysian City,2716119160,2
23B,"Munson, Jeremy",Elysian Township,2707919178,1046
23B,"Munson, Jeremy",Fieldon Township,2716521014,209
23B,"Munson, Jeremy",Freedom Township,2716122598,326
23B,"Munson, Jeremy",Garden City Township,2701323102,689
23B,"Munson, Jeremy",Good Thunder City,2701324506,583
23B,"Munson, Jeremy",Iosco Township,2716131166,550
23B,"Munson, Jeremy",Jamestown Township,2701331688,693
23B,"Munson, Jeremy",Janesville City,2716131706,2256
23B,"Munson, Jeremy",Janesville Township,2716131724,513
23B,"Munson, Jeremy",Judson Township,2701332210,554
23B,"Munson, Jeremy",Lake Crystal City,2701334190,2549
23B,"Munson, Jeremy",La Salle City,2716535702,87
23B,"Munson, Jeremy",Le Ray Township,2701336584,746
23B,"Munson, Jeremy",Lincoln Township,2701337124,200
23B,"Munson, Jeremy",Lyra Township,2701338870,327
23B,"Munson, Jeremy",Madelia City,2716539230,2308
23B,"Munson, Jeremy",Madelia Township,2716539248,351
23B,"Munson, Jeremy",Madison Lake City,2701339320,1017
23B,"Munson, Jeremy",Mapleton City,2701340310,1756
23B,"Munson, Jeremy",Mapleton Township,2701340328,310
23B,"Munson, Jeremy",McPherson Township,2701339176,466
23B,"Munson, Jeremy",Medo Township,2701341498,364
23B,"Munson, Jeremy",Nelson Township,2716545124,287
23B,"Munson, Jeremy",New Richland City,2716145862,1203
23B,"Munson, Jeremy",New Richland Township,2716145880,443
23B,"Munson, Jeremy",Otisco Township,2716149084,599
23B,"Munson, Jeremy",Pemberton City,2701350200,247
23B,"Munson, Jeremy",Pleasant Mound Township,2701351604,214
23B,"Munson, Jeremy",Rapidan Township,2701353206,1101
23B,"Munson, Jeremy",Riverdale Township,2716554556,294
23B,"Munson, Jeremy",Rosendale Township,2716555780,300
23B,"Munson, Jeremy",Shelby Township,2701359458,265
23B,"Munson, Jeremy",South Bend Township,2701361240,1682
23B,"Munson, Jeremy",St. Clair City,2701356824,868
23B,"Munson, Jeremy",Sterling Township,2701362716,296
23B,"Munson, Jeremy",St. James City,2716557040,4605
23B,"Munson, Jeremy",St. James City,2716557058,260
23B,"Munson, Jeremy",St. Mary Township,2716157274,460
23B,"Munson, Jeremy",Vernon Center City,2701366910,332
23B,"Munson, Jeremy",Vernon Center Township,2701366928,262
23B,"Munson, Jeremy",Vivian Township,2716167324,259
23B,"Munson, Jeremy",Waldorf City,2716167756,229
23B,"Munson, Jeremy",Waterville City,2707968584,1868
23B,"Munson, Jeremy",Waterville Township,2707968602,716
23B,"Munson, Jeremy",Wilton Township,2716170744,365
24A,"Petersburg, John",Blooming Grove Township,2716106562,525
24A,"Petersburg, John",Clinton Falls Township,2714712052,351
24A,"Petersburg, John",Deerfield Township,2714715256,517
24A,"Petersburg, John",Lemond Township,2714736386,501
24A,"Petersburg, John",Meriden Township,2714741750,621
24A,"Petersburg, John",Owatonna City,2714749300,25599
24A,"Petersburg, John",Owatonna Township,2714749318,609
24A,"Petersburg, John",Waseca City,2716168296,9410
24A,"Petersburg, John",Woodville Township,2716171698,1332
24B,"Daniels, Brian",Ashland Township,2703902512,319
24B,"Daniels, Brian",Aurora Township,2714702890,574
24B,"Daniels, Brian",Berlin Township,2714705374,519
24B,"Daniels, Brian",Blooming Prairie Township,2714706598,430
24B,"Daniels, Brian",Cannon City Township,2713109712,1215
24B,"Daniels, Brian",Claremont City,2703911566,548
24B,"Daniels, Brian",Claremont Township,2703911584,461
24B,"Daniels, Brian",Ellendale City,2714718746,691
24B,"Daniels, Brian",Ellington Township,2703918764,261
24B,"Daniels, Brian",Faribault City,2713120546,23352
24B,"Daniels, Brian",Havana Township,2714727638,570
24B,"Daniels, Brian",Medford City,2714741426,1239
24B,"Daniels, Brian",Medford Township,2714741444,813
24B,"Daniels, Brian",Merton Township,2714741840,348
24B,"Daniels, Brian",Morristown Township,2713144296,987
24B,"Daniels, Brian",Morristown Township,2713144314,697
24B,"Daniels, Brian",Nerstrand City,2713145196,295
24B,"Daniels, Brian",Richland Township,2713154250,416
24B,"Daniels, Brian",Ripley Township,2703954502,195
24B,"Daniels, Brian",Somerset Township,2714761150,732
24B,"Daniels, Brian",Summit Township,2714763364,466
24B,"Daniels, Brian",Walcott Township,2713167666,953
24B,"Daniels, Brian",Warsaw Township,2713168278,1320
24B,"Daniels, Brian",Wells Township,2713169124,1594
24B,"Daniels, Brian",Wheeling Township,2713169862,551
25A,"Quam, Duane",Byron City,2710909154,4914
25A,"Quam, Duane",Canisteo Township,2703909640,654
25A,"Quam, Duane",Cascade Township,2710910180,392
25A,"Quam, Duane",Dodge Center City,2703915994,2670
25A,"Quam, Duane",Kalmar Township,2710932282,1046
25A,"Quam, Duane",Kasson City,2703932498,5931
25A,"Quam, Duane",Mantorville City,2703939986,1197
25A,"Quam, Duane",Mantorville Township,2703940004,1926
25A,"Quam, Duane",Milton Township,2703942380,734
25A,"Quam, Duane",New Haven Township,2710945610,1184
25A,"Quam, Duane",Oronoco City,2710948598,1300
