district,name,mcdname,mcd,pop
25A,"Quam, Duane",Oronoco Township,2710948616,2220
25A,"Quam, Duane",Pine Island City,2710951136,703
25A,"Quam, Duane",Rochester City,2710954880,13641
25A,"Quam, Duane",Wasioja Township,2703968404,914
25B,"Boldon, Liz",Cascade Township,2710910180,2423
25B,"Boldon, Liz",Rochester City,2710954880,37339
26A,"Liebling, Tina",Marion Township,2710940616,21
26A,"Liebling, Tina",Rochester City,2710954880,39616
26B,"Pierson, Nels T.",Chatfield City,2710911008,1206
26B,"Pierson, Nels T.",Dover City,2710916264,735
26B,"Pierson, Nels T.",Dover Township,2710916282,389
26B,"Pierson, Nels T.",Elmira Township,2710918962,354
26B,"Pierson, Nels T.",Eyota City,2710920114,1977
26B,"Pierson, Nels T.",Eyota Township,2710920132,464
26B,"Pierson, Nels T.",Farmington Township,2710920636,444
26B,"Pierson, Nels T.",Haverhill Township,2710927692,1495
26B,"Pierson, Nels T.",High Forest Township,2710928880,976
26B,"Pierson, Nels T.",Marion Township,2710940616,3632
26B,"Pierson, Nels T.",Orion Township,2710948526,592
26B,"Pierson, Nels T.",Pleasant Grove Township,2710951550,806
26B,"Pierson, Nels T.",Quincy Township,2710952792,339
26B,"Pierson, Nels T.",Rochester City,2710954880,16173
26B,"Pierson, Nels T.",Rochester Township,2710954898,1629
26B,"Pierson, Nels T.",Rock Dell Township,2710954988,647
26B,"Pierson, Nels T.",Salem Township,2710958234,1086
26B,"Pierson, Nels T.",Stewartville City,2710962806,5916
26B,"Pierson, Nels T.",Viola Township,2710967270,589
27A,"Bennett, Peggy",Albert Lea City,2704700694,18016
27A,"Bennett, Peggy",Albert Lea Township,2704700712,653
27A,"Bennett, Peggy",Alden City,2704700838,661
27A,"Bennett, Peggy",Alden Township,2704700856,306
27A,"Bennett, Peggy",Bancroft Township,2704703466,976
27A,"Bennett, Peggy",Bath Township,2704703934,440
27A,"Bennett, Peggy",Blooming Prairie City,2714706580,1996
27A,"Bennett, Peggy",Carlston Township,2704710000,305
27A,"Bennett, Peggy",Clarks Grove City,2704711674,706
27A,"Bennett, Peggy",Clark Township,2704311638,254
27A,"Bennett, Peggy",Conger City,2704712952,146
27A,"Bennett, Peggy",Dunbar Township,2704317108,283
27A,"Bennett, Peggy",Emmons City,2704719340,391
27A,"Bennett, Peggy",Foster Township,2704322076,239
27A,"Bennett, Peggy",Freeborn City,2704722526,297
27A,"Bennett, Peggy",Freeborn Township,2704722544,267
27A,"Bennett, Peggy",Freeman Township,2704722634,496
27A,"Bennett, Peggy",Geneva City,2704723354,555
27A,"Bennett, Peggy",Geneva Township,2704723372,421
27A,"Bennett, Peggy",Glenville City,2704724056,643
27A,"Bennett, Peggy",Hartland City,2704727404,315
27A,"Bennett, Peggy",Hartland Township,2704727422,256
27A,"Bennett, Peggy",Hayfield City,2703927872,1340
27A,"Bennett, Peggy",Hayfield Township,2703927890,465
27A,"Bennett, Peggy",Hayward City,2704727944,250
27A,"Bennett, Peggy",Hayward Township,2704727962,381
27A,"Bennett, Peggy",Hollandale City,2704729636,303
27A,"Bennett, Peggy",Kiester City,2704333056,501
27A,"Bennett, Peggy",Kiester Township,2704333074,260
27A,"Bennett, Peggy",Manchester City,2704739716,57
27A,"Bennett, Peggy",Manchester Township,2704739734,424
27A,"Bennett, Peggy",Mansfield Township,2704739950,237
27A,"Bennett, Peggy",Moscow Township,2704744404,538
27A,"Bennett, Peggy",Newry Township,2704745934,450
27A,"Bennett, Peggy",Nunda Township,2704747608,321
27A,"Bennett, Peggy",Oakland Township,2704747788,396
27A,"Bennett, Peggy",Pickerel Lake Township,2704750722,673
27A,"Bennett, Peggy",Riceland Township,2704754088,434
27A,"Bennett, Peggy",Shell Rock Township,2704759548,427
27A,"Bennett, Peggy",Twin Lakes City,2704765920,151
27A,"Bennett, Peggy",Udolpho Township,2709966118,448
27A,"Bennett, Peggy",Walters City,2704367900,73
27A,"Bennett, Peggy",Wells City,2704369106,2343
27A,"Bennett, Peggy",Westfield Township,2703969448,451
27B,"Mueller, Patricia",Adams City,2709900190,787
27B,"Mueller, Patricia",Adams Township,2709900208,452
27B,"Mueller, Patricia",Austin City,2709902908,24718
27B,"Mueller, Patricia",Austin Township,2709902926,1004
27B,"Mueller, Patricia",Bennington Township,2709905176,169
27B,"Mueller, Patricia",Brownsdale City,2709908164,676
27B,"Mueller, Patricia",Clayton Township,2709911728,158
27B,"Mueller, Patricia",Dexter City,2709915886,341
27B,"Mueller, Patricia",Dexter Township,2709915904,310
27B,"Mueller, Patricia",Elkton City,2709918728,141
27B,"Mueller, Patricia",Frankford Township,2709922328,371
27B,"Mueller, Patricia",Grand Meadow City,2709925010,1139
27B,"Mueller, Patricia",Grand Meadow Township,2709925028,306
27B,"Mueller, Patricia",Lansing Township,2709935576,941
27B,"Mueller, Patricia",Le Roy City,2709936620,929
27B,"Mueller, Patricia",Le Roy Township,2709936638,354
27B,"Mueller, Patricia",Lodi Township,2709937808,270
27B,"Mueller, Patricia",London Township,2704737916,315
27B,"Mueller, Patricia",Lyle City,2709938654,551
27B,"Mueller, Patricia",Lyle Township,2709938672,356
27B,"Mueller, Patricia",Mapleview City,2709940346,176
27B,"Mueller, Patricia",Marshall Township,2709940706,361
27B,"Mueller, Patricia",Myrtle City,2704744890,48
27B,"Mueller, Patricia",Nevada Township,2709945322,338
27B,"Mueller, Patricia",Pleasant Valley Township,2709951640,304
27B,"Mueller, Patricia",Racine City,2709952882,442
27B,"Mueller, Patricia",Racine Township,2709952900,455
27B,"Mueller, Patricia",Red Rock Township,2709953584,747
27B,"Mueller, Patricia",Rose Creek City,2709955600,394
27B,"Mueller, Patricia",Sargeant City,2709958576,61
27B,"Mueller, Patricia",Sargeant Township,2709958594,310
27B,"Mueller, Patricia",Taopi City,2709964210,58
27B,"Mueller, Patricia",Vernon Township,2703966892,665
27B,"Mueller, Patricia",Waltham City,2709967918,151
27B,"Mueller, Patricia",Waltham Township,2709967936,339
27B,"Mueller, Patricia",Windom Township,2709970816,606
28A,"Pelowski, Gene",Dakota City,2716914518,323
28A,"Pelowski, Gene",Dresbach Township,2716916408,456
28A,"Pelowski, Gene",Fremont Township,2716922688,355
28A,"Pelowski, Gene",Hart Township,2716927350,357
28A,"Pelowski, Gene",Hillsdale Township,2716929222,912
28A,"Pelowski, Gene",Homer Township,2716930032,1356
28A,"Pelowski, Gene",Lewiston City,2716936800,1620
28A,"Pelowski, Gene",New Hartford Township,2716945592,890
28A,"Pelowski, Gene",Pleasant Hill Township,2716951568,531
28A,"Pelowski, Gene",Richmond Township,2716954286,699
28A,"Pelowski, Gene",Saratoga Township,2716958558,618
28A,"Pelowski, Gene",Stockton City,2716962896,697
28A,"Pelowski, Gene",Utica City,2716966424,291
28A,"Pelowski, Gene",Utica Township,2716966442,639
28A,"Pelowski, Gene",Warren Township,2716968188,651
28A,"Pelowski, Gene",Wilson Township,2716970690,1177
28A,"Pelowski, Gene",Winona City,2716971032,27592
28A,"Pelowski, Gene",Wiscoy Township,2716971230,361
28B,"Davids, Gregory",Amherst Township,2704501396,378
28B,"Davids, Gregory",Arendahl Township,2704502098,337
28B,"Davids, Gregory",Beaver Township,2704504402,242
28B,"Davids, Gregory",Black Hammer Township,2705506292,245
28B,"Davids, Gregory",Bloomfield Township,2704506544,353
28B,"Davids, Gregory",Bristol Township,2704507804,396
28B,"Davids, Gregory",Brownsville City,2705508218,466
28B,"Davids, Gregory",Brownsville Township,2705508236,445
28B,"Davids, Gregory",Caledonia City,2705509226,2868
28B,"Davids, Gregory",Caledonia Township,2705509244,641
28B,"Davids, Gregory",Canton City,2704509802,346
28B,"Davids, Gregory",Canton Township,2704509820,724
28B,"Davids, Gregory",Carimona Township,2704509910,296
28B,"Davids, Gregory",Carrolton Township,2704510090,314
28B,"Davids, Gregory",Chatfield City,2704511008,1573
28B,"Davids, Gregory",Chatfield Township,2704511026,531
28B,"Davids, Gregory",Crooked Creek Township,2705513816,285
28B,"Davids, Gregory",Eitzen City,2705518368,243
28B,"Davids, Gregory",Fillmore Township,2704521068,457
28B,"Davids, Gregory",Forestville Township,2704521860,356
28B,"Davids, Gregory",Fountain City,2704522094,410
28B,"Davids, Gregory",Fountain Township,2704522112,315
28B,"Davids, Gregory",Harmony City,2704527188,1020
28B,"Davids, Gregory",Harmony Township,2704527206,387
28B,"Davids, Gregory",Hokah City,2705529510,580
28B,"Davids, Gregory",Hokah Township,2705529528,497
28B,"Davids, Gregory",Holt Township,2704529852,271
28B,"Davids, Gregory",Houston City,2705530230,979
28B,"Davids, Gregory",Houston Township,2705530248,396
28B,"Davids, Gregory",Jefferson Township,2705531814,129
28B,"Davids, Gregory",Jordan Township,2704532156,352
28B,"Davids, Gregory",La Crescent City,2705533866,4830
28B,"Davids, Gregory",La Crescent Township,2705533884,1446
28B,"Davids, Gregory",Lanesboro City,2704535450,754
28B,"Davids, Gregory",Mabel City,2704538888,780
28B,"Davids, Gregory",Mayville Township,2705541228,409
28B,"Davids, Gregory",Money Creek Township,2705543648,597
28B,"Davids, Gregory",Mound Prairie Township,2705544512,606
28B,"Davids, Gregory",Newburg Township,2704545466,379
28B,"Davids, Gregory",Norway Township,2704547392,343
28B,"Davids, Gregory",Ostrander City,2704549030,254
28B,"Davids, Gregory",Peterson City,2704550596,199
28B,"Davids, Gregory",Pilot Mound Township,2704551010,338
28B,"Davids, Gregory",Preble Township,2704552396,209
28B,"Davids, Gregory",Preston City,2704552450,1325
28B,"Davids, Gregory",Preston Township,2704552468,359
28B,"Davids, Gregory",Rushford City,2704556284,1731
28B,"Davids, Gregory",Rushford Village City,2704556302,807
28B,"Davids, Gregory",Sheldon Township,2705559494,266
28B,"Davids, Gregory",Spring Grove City,2705561852,1330
28B,"Davids, Gregory",Spring Grove Township,2705561870,402
28B,"Davids, Gregory",Spring Valley City,2704562104,2479
28B,"Davids, Gregory",Spring Valley Township,2704562122,518
28B,"Davids, Gregory",Sumner Township,2704563418,458
28B,"Davids, Gregory",Union Township,2705566208,370
28B,"Davids, Gregory",Whalan City,2704569808,63
28B,"Davids, Gregory",Wilmington Township,2705570564,434
28B,"Davids, Gregory",Winnebago Township,2705570960,240
28B,"Davids, Gregory",Wykoff City,2704571950,444
28B,"Davids, Gregory",York Township,2704572076,368
28B,"Davids, Gregory",Yucatan Township,2705572166,323
29A,"McDonald, Joe",Albion Township,2717100766,1255
29A,"McDonald, Joe",Annandale City,2717101684,3228
29A,"McDonald, Joe",Buffalo City,2717108452,93
29A,"McDonald, Joe",Chatham Township,2717111062,1302
29A,"McDonald, Joe",Corinna Township,2717113222,2322
29A,"McDonald, Joe",Delano City,2717115454,5464
29A,"McDonald, Joe",Franklin Township,2717122400,2760
29A,"McDonald, Joe",French Lake Township,2717122760,1172
29A,"McDonald, Joe",Howard Lake City,2717130284,1962
29A,"McDonald, Joe",Maple Lake Township,2717140238,210
29A,"McDonald, Joe",Marysville Township,2717140940,2147
29A,"McDonald, Joe",Middleville Township,2717141966,937
29A,"McDonald, Joe",Montrose City,2717143810,2847
29A,"McDonald, Joe",Rockford City,2705355006,426
29A,"McDonald, Joe",Rockford City,2717155006,3890
29A,"McDonald, Joe",Rockford Township,2717155024,3194
29A,"McDonald, Joe",South Haven City,2717161402,187
29A,"McDonald, Joe",Southside Township,2717161510,1521
29A,"McDonald, Joe",Stockholm Township,2717162878,959
29A,"McDonald, Joe",Victor Township,2717167018,1032
29A,"McDonald, Joe",Waverly City,2717168764,1357
29A,"McDonald, Joe",Woodland Township,2717171554,1082
29B,"O'Neill, Marion",Buffalo City,2717108452,15360
29B,"O'Neill, Marion",Buffalo Township,2717108470,1804
29B,"O'Neill, Marion",Maple Lake City,2717140220,2059
29B,"O'Neill, Marion",Maple Lake Township,2717140238,1838
29B,"O'Neill, Marion",Monticello City,2717143774,12759
29B,"O'Neill, Marion",Monticello Township,2717143792,3181
29B,"O'Neill, Marion",Silver Creek Township,2717160340,2335
30A,Paul Novotny,Big Lake City,2714105752,10060
30A,Paul Novotny,Big Lake Township,2714105770,5826
30A,Paul Novotny,Elk River City,2714118674,22974
30A,Paul Novotny,Otsego City,2717149138,590
30B,"Lucero, Eric",Albertville,2717100730,7044
30B,"Lucero, Eric",Dayton City,2717115022,54
30B,"Lucero, Eric",Hanover City,2705326990,609
30B,"Lucero, Eric",Hanover City,2717126990,2329
30B,"Lucero, Eric",Otsego City,2717149138,12981
30B,"Lucero, Eric",St. Michael City,2717157346,16399
31A,"Daudt, Kurt",Athens Township,2705902602,2177
31A,"Daudt, Kurt",Bethel City,2700305554,466
31A,"Daudt, Kurt",Bradford Township,2705907246,3380
31A,"Daudt, Kurt",Livonia Township,2714137754,5951
31A,"Daudt, Kurt",Nowthen City,2700347536,4443
31A,"Daudt, Kurt",Oak Grove City,2700347690,6674
31A,"Daudt, Kurt",Spencer Brook Township,2705961672,1589
31A,"Daudt, Kurt",Stanford Township,2705962374,2267
31A,"Daudt, Kurt",St. Francis City,2700356950,7218
31A,"Daudt, Kurt",Zimmerman City,2714172238,5228
31B,"Bahr, Cal",Andover City,2700301486,2286
31B,"Bahr, Cal",Columbus Township,2700312718,3914
31B,"Bahr, Cal",East Bethel City,2700317486,11626
31B,"Bahr, Cal",Ham Lake City,2700326738,15296
31B,"Bahr, Cal",Linwood Township,2700337376,5123
31B,"Bahr, Cal",Oak Grove City,2700347690,1357
32A,"Johnson, Brian",Braham City,2705907282,1793
32A,"Johnson, Brian",Cambridge City,2705909370,8111
32A,"Johnson, Brian",Cambridge Township,2705909388,2379
32A,"Johnson, Brian",Dalbo Township,2705914572,743
32A,"Johnson, Brian",Fish Lake Township,2702521194,2012
32A,"Johnson, Brian",Harris City,2702527278,1132
32A,"Johnson, Brian",Isanti City,2705931328,5251
32A,"Johnson, Brian",Isanti Township,2705931346,2313
32A,"Johnson, Brian",Maple Ridge Township,2705940292,761
32A,"Johnson, Brian",Nessel Township,2702545250,1951
32A,"Johnson, Brian",North Branch City,2702546798,2536
32A,"Johnson, Brian",North Branch Township,2705946816,1779
32A,"Johnson, Brian",Oxford Township,2705949354,888
32A,"Johnson, Brian",Rush City,2702556266,3079
32A,"Johnson, Brian",Rushseba Township,2702556392,804
32A,"Johnson, Brian",Springvale Township,2705962086,1447
32A,"Johnson, Brian",Stanchfield Township,2705962347,1209
32A,"Johnson, Brian",Wyanett Township,2705971896,1729
32B,"Neu, Anne",Amador Township,2702501306,885
32B,"Neu, Anne",Center City,2702510576,628
32B,"Neu, Anne",Chisago City,2702511350,4967
32B,"Neu, Anne",Chisago Lake Township,2702511368,4656
32B,"Neu, Anne",Lent Township,2702536440,3091
32B,"Neu, Anne",Lindstrom City,2702537304,4442
32B,"Neu, Anne",North Branch City,2702546798,7589
32B,"Neu, Anne",Shafer Towship,2702559332,1013
32B,"Neu, Anne",Stacy City,2702562320,1456
32B,"Neu, Anne",Sunrise Township,2702563616,1994
32B,"Neu, Anne",Taylors Falls City,2702564318,976
32B,"Neu, Anne",Wyoming City,2702572022,7791
33A,"Hertaus, Jerry",Corcoran City,2705313168,5379
33A,"Hertaus, Jerry",Greenfield City,2705325622,2777
33A,"Hertaus, Jerry",Independence City,2705330842,3504
33A,"Hertaus, Jerry",Long Lake City,2705338006,1768
33A,"Hertaus, Jerry",Loretto City,2705338222,650
33A,"Hertaus, Jerry",Maple Plain City,2705340256,1768
33A,"Hertaus, Jerry",Medina City,2705341480,4892
33A,"Hertaus, Jerry",Minnetrista City,2705343306,6384
33A,"Hertaus, Jerry",Orono City,2705348580,6470
33A,"Hertaus, Jerry",St. Bonifacius City,2705356770,2283
33A,"Hertaus, Jerry",Wayzata City,2705368818,3688
33B,"Morrison, Kelly",Chanhassen City,2701910918,12049
33B,"Morrison, Kelly",Deephaven City,2705315148,3642
33B,"Morrison, Kelly",Excelsior City,2705320078,2188
33B,"Morrison, Kelly",Greenwood City,2705325918,688
33B,"Morrison, Kelly",Minnetonka Beach City,2705343270,539
33B,"Morrison, Kelly",Mound City,2705344476,9052
33B,"Morrison, Kelly",Orono City,2705348580,967
33B,"Morrison, Kelly",Shorewood City,2705360016,7307
33B,"Morrison, Kelly",Spring Park City,2705362014,1669
33B,"Morrison, Kelly",Tonka Bay City,2705365164,1475
34A,"Robbins, Kristin",Dayton City,2705315022,4617
34A,"Robbins, Kristin",Hassan Township,2705327476,2600
34A,"Robbins, Kristin",Maple Grove City,2705340166,24107
34A,"Robbins, Kristin",Rogers City,2705355186,8597
34B,"Bahner, Kristin",Maple Grove City,2705340166,37460
34B,"Bahner, Kristin",Osseo City,2705349012,2430
35A,"Heinrich, John",Anoka City,2700301720,17142
35A,"Heinrich, John",Ramsey City,2700353026,22466
35B,"Scott, Peggy",Andover City,2700301486,28312
35B,"Scott, Peggy",Coon Rapids City,2700313114,9925
35B,"Scott, Peggy",Ramsey City,2700353026,1202
36A,"Stephenson, Zach",Champlin City,2705310846,23089
36A,"Stephenson, Zach",Coon Rapids City,2700313114,16555
36B,"Hortman, Melissa",Brooklyn Park City,2705307966,26819
36B,"Hortman, Melissa",Coon Rapids City,2700313114,12604
37A,"Koegel, Erin",Blaine City,2700306382,12916
37A,"Koegel, Erin",Coon Rapids City,2700313114,22392
37A,"Koegel, Erin",Spring Lake Park City,2700361996,4245
37B,"West, Nolan",Blaine City,2700306382,39686
38A,"Raleigh, Donald",Blaine City,2700306382,4584
38A,"Raleigh, Donald",Centerville City,2700310648,3792
38A,"Raleigh, Donald",Circle Pines City,2700311494,4918
38A,"Raleigh, Donald",Hugo City,2716330392,3972
38A,"Raleigh, Donald",Lexington City,2700336836,2049
38A,"Raleigh, Donald",Lino Lakes City,2700337322,20216
38B,"Wazlawik, Ami",Dellwood City,2716315616,1063
38B,"Wazlawik, Ami",Hugo City,2716330392,9360
38B,"Wazlawik, Ami",North Oaks City,2712347104,4469
38B,"Wazlawik, Ami",White Bear Lake City,2712369970,13757
38B,"Wazlawik, Ami",White Bear Township,2712369916,10949
39A,"Dettmer, Bob",Forest Lake City,2716321770,18375
39A,"Dettmer, Bob",Franconia Township,2702522310,1805
39A,"Dettmer, Bob",Marine on St. Croix City,2716340562,689
39A,"Dettmer, Bob",May Township,2716341120,2776
39A,"Dettmer, Bob",Scandia City,2716358900,3936
39A,"Dettmer, Bob",Shafer City,2702559314,1045
39A,"Dettmer, Bob",Shafer Towship,2702559332,35
39A,"Dettmer, Bob",Stillwater City,2716362824,8468
39A,"Dettmer, Bob",Stillwater Township,2716362842,2366
39B,"Christensen, Shelly",Bayport City,2716304114,3471
39B,"Christensen, Shelly",Baytown Township,2716304132,1723
39B,"Christensen, Shelly",Grant City,2716325334,4096
39B,"Christensen, Shelly",Lake Elmo City,2716334244,8069
39B,"Christensen, Shelly",Lakeland City,2716334622,1796
39B,"Christensen, Shelly",Lakeland Shores City,2716334658,311
39B,"Christensen, Shelly",Lake St. Croix Beach City,2716334865,1051
39B,"Christensen, Shelly",Oak Park Heights City,2716347914,4339
39B,"Christensen, Shelly",Pine Springs City,2716351316,408
39B,"Christensen, Shelly",Stillwater City,2716362824,9757
39B,"Christensen, Shelly",St. Marys Point City,2716357292,368
39B,"Christensen, Shelly",West Lakeland Township,2716369520,4046
40A,"Nelson, Michael",Brooklyn Park City,2705307966,39493
40B,"Vang, Samantha",Brooklyn Center City,2705307948,30104
40B,"Vang, Samantha",Brooklyn Park City,2705307966,9469
41A,"Bernardy, Connie",Fridley City,2700322814,27208
41A,"Bernardy, Connie",New Brighton City,2712345430,10343
41A,"Bernardy, Connie",Spring Lake Park City,2700361996,1989
41B,"Feist, Sandra",Columbia Heights City,2700312700,19496
41B,"Feist, Sandra",Hilltop City,2700329258,744
41B,"Feist, Sandra",New Brighton City,2712345430,11113
41B,"Feist, Sandra",St. Anthony City,2705356680,5156
41B,"Feist, Sandra",St. Anthony City,2712356680,3070
42A,"Moller, Kelly",Arden Hills City,2712302026,9552
42A,"Moller, Kelly",Mounds View City,2712344530,12155
42A,"Moller, Kelly",Shoreview City,2712359998,17854
42A,"Moller, Kelly",Spring Lake Park City,2712361996,178
42B,"Becker-Finn, Jamie",Gem Lake City,2712323318,393
42B,"Becker-Finn, Jamie",Little Canada City,2712337502,9773
42B,"Becker-Finn, Jamie",Roseville City,2712355852,10111
42B,"Becker-Finn, Jamie",Shoreview City,2712359998,7189
42B,"Becker-Finn, Jamie",Vadnais Heights City,2712366460,12302
43A,"Fischer, Peter",Birchwood Village City,2716306058,870
43A,"Fischer, Peter",Mahtomedi City,2716339428,7676
43A,"Fischer, Peter",Maplewood City,2712340382,20626
43A,"Fischer, Peter",White Bear Lake City,2712369970,9637
43A,"Fischer, Peter",White Bear Lake City,2716369970,403
43A,"Fischer, Peter",Willernie City,2716370366,507
43B,"Lillie, Leon",Maplewood City,2712340382,5017
43B,"Lillie, Leon",North St. Paul City,2712347221,11460
43B,"Lillie, Leon",Oakdale City,2716347680,23211
44A,"Klevorn, Ginny",Plymouth City,2705351730,39542
44B,"Acomb, Patty",Minnetonka City,2705343252,25764
44B,"Acomb, Patty",Plymouth City,2705351730,13366
44B,"Acomb, Patty",Woodland City,2705371500,437
45A,"Frazier, Cedrick",Crystal City,2705314158,12110
45A,"Frazier, Cedrick",New Hope City,2705345628,18700
45A,"Frazier, Cedrick",Plymouth City,2705351730,8686
45B,"Freiberg, Mike",Crystal City,2705314158,10041
45B,"Freiberg, Mike",Golden Valley City,2705324308,13765
45B,"Freiberg, Mike",New Hope City,2705345628,1639
45B,"Freiberg, Mike",Robbinsdale City,2705354808,13953
46A,"Winkler, Ryan",Golden Valley City,2705324308,6606
46A,"Winkler, Ryan",Medicine Lake City,2705341462,371
46A,"Winkler, Ryan",Plymouth City,2705351730,8982
46A,"Winkler, Ryan",St. Louis Park City,2705357220,23427
46B,"Youakim, Cheryl",Hopkins City,2705330140,17591
46B,"Youakim, Cheryl",St. Louis Park City,2705357220,21823
47A,"Nash, Jim",Benton Township,2701905266,786
47A,"Nash, Jim",Camden Township,2701909406,922
47A,"Nash, Jim",Carver City,2701910144,3724
47A,"Nash, Jim",Cologne City,2701912664,1519
47A,"Nash, Jim",Dahlgren Township,2701914482,1331
47A,"Nash, Jim",Hamburg City,2701926666,513
47A,"Nash, Jim",Hancock Township,2701926918,345
47A,"Nash, Jim",Hollywood Township,2701929726,1041
47A,"Nash, Jim",Laketown Township,2701935108,2238
47A,"Nash, Jim",Mayer City,2701941138,1749
47A,"Nash, Jim",New Germany City,2701945556,372
47A,"Nash, Jim",Norwood Young America City,2701947520,3549
47A,"Nash, Jim",San Francisco Township,2701958486,832
47A,"Nash, Jim",Victoria City,2701967036,2500
47A,"Nash, Jim",Waconia City,2701967432,10697
47A,"Nash, Jim",Waconia Township,2701967450,1228
47A,"Nash, Jim",Watertown City,2701968548,4205
47A,"Nash, Jim",Watertown Township,2701968566,1204
47A,"Nash, Jim",Young America Township,2701972130,715
47B,"Boe, Greg",Chanhassen City,2701910918,10903
47B,"Boe, Greg",Chaska City,2701910972,23770
47B,"Boe, Greg",Laketown Township,2701935108,5
47B,"Boe, Greg",Victoria City,2701967036,4845
48A,"Pryor, Laurie",Eden Prairie City,2705318116,19205
48A,"Pryor, Laurie",Minnetonka City,2705343252,20253
48B,"Kotyza-Witthuhn, Carlie",Eden Prairie City,2705318116,39688
49A,"Edelsen, Heather",Edina City,2705318188,39432
49B,"Elkins, Steve",Bloomington City,2705306616,25690
49B,"Elkins, Steve",Eden Prairie City,2705318116,1904
49B,"Elkins, Steve",Edina City,2705318188,8509
49B,"Elkins, Steve",Minnetonka City,2705343252,3717
50A,"Howard, Michael",Bloomington City,2705306616,17576
50A,"Howard, Michael",Richfield City,2705354214,21995
50B,"Carlson, Andrew",Bloomington City,2705306616,39627
51A,"Masin, Sandra",Burnsville City,2703708794,16244
51A,"Masin, Sandra",Eagan City,2703717288,23443
51B,"Reyer, Liz",Eagan City,2703717288,39559
52A,"Hansen, Rick",Lilydale City,2703737016,623
52A,"Hansen, Rick",Mendota City,2703741678,198
52A,"Hansen, Rick",Mendota Heights City,2703741696,7025
52A,"Hansen, Rick",South St. Paul City,2703761492,12014
52A,"Hansen, Rick",West St. Paul City,2703769700,19540
52B,"Richardson, Ruth",Eagan City,2703717288,1204
52B,"Richardson, Ruth",Inver Grove Heights City,2703731076,33880
52B,"Richardson, Ruth",Mendota Heights City,2703741696,4046
52B,"Richardson, Ruth",Sunfish Lake City,2703763544,521
53A,"Xiong, Tou",Landfall City,2716335414,686
53A,"Xiong, Tou",Maplewood City,2712340382,12375
53A,"Xiong, Tou",Oakdale City,2716347680,4167
53A,"Xiong, Tou",Woodbury City,2716371428,22420
53B,"Sandell, Steve",Woodbury City,2716371428,39541
54A,"Franke, Keith",Cottage Grove City,2716313456,22592
54A,"Franke, Keith",Grey Cloud Island Township,2716325982,289
54A,"Franke, Keith",Newport City,2716345790,3435
54A,"Franke, Keith",South St. Paul City,2703761492,8146
54A,"Franke, Keith",St. Paul Park City,2716358018,5279
54B,"Jurgens, Tony",Afton City,2716300316,2886
54B,"Jurgens, Tony",Cottage Grove City,2716313456,11997
54B,"Jurgens, Tony",Denmark Township,2716315688,1737
54B,"Jurgens, Tony",Hastings City,2703727530,22172
54B,"Jurgens, Tony",Nininger Township,2703746330,950
55A,"Mortensen, Erik",Jackson Township,2713931580,1464
55A,"Mortensen, Erik",Louisville Township,2713938294,1266
55A,"Mortensen, Erik",Shakopee City,2713959350,36638
55B,"Albright, Tony",Credit River Township,2713913726,5096
55B,"Albright, Tony",Jordan City,2713932174,5470
55B,"Albright, Tony",Prior Lake City,2713952594,22796
55B,"Albright, Tony",Sand Creek Township,2713958324,1521
55B,"Albright, Tony",Shakopee City,2713959350,438
55B,"Albright, Tony",Spring Lake Township,2713961978,3631
55B,"Albright, Tony",St. Lawrence Township,2713957184,483
56A,"Hanson, Jessica",Burnsville City,2703708794,12729
56A,"Hanson, Jessica",Savage City,2713958738,26911
56B,"Berg, Kaela",Burnsville City,2703708794,31333
56B,"Berg, Kaela",Lakeville City,2703735180,8395
57A,"Bierman, Robert",Apple Valley City,2703701900,31231
57A,"Bierman, Robert",Lakeville City,2703735180,8055
57B,"Huot, John",Apple Valley City,2703701900,17853
57B,"Huot, John",Coates City,2703712376,161
57B,"Huot, John",Rosemount City,2703755726,21874
58A,"Koznick, Jon",Lakeville City,2703735180,39504
58B,"Garofalo, Patrick",Castle Rock Township,2703710306,1342
58B,"Garofalo, Patrick",Dennison City,2704915706,199
58B,"Garofalo, Patrick",Douglas Township,2703716228,716
58B,"Garofalo, Patrick",Empire Township,2703719376,2444
58B,"Garofalo, Patrick",Eureka Township,2703719871,1426
58B,"Garofalo, Patrick",Farmington City,2703720618,21086
58B,"Garofalo, Patrick",Greenvale Township,2703725802,803
58B,"Garofalo, Patrick",Hampton City,2703726864,689
58B,"Garofalo, Patrick",Hampton Township,2703726882,903
58B,"Garofalo, Patrick",Marshan Township,2703740724,1106
58B,"Garofalo, Patrick",Miesville City,2703742092,125
58B,"Garofalo, Patrick",New Trier City,2703746024,112
58B,"Garofalo, Patrick",Northfield City,2703746924,1147
58B,"Garofalo, Patrick",Randolph City,2703753098,436
58B,"Garofalo, Patrick",Randolph Township,2703753116,659
58B,"Garofalo, Patrick",Ravenna Township,2703753260,2336
58B,"Garofalo, Patrick",Sciota Township,2703759008,414
58B,"Garofalo, Patrick",Stanton Township,2704962428,1130
58B,"Garofalo, Patrick",Vermillion City,2703766802,419
58B,"Garofalo, Patrick",Vermillion Township,2703766820,1192
58B,"Garofalo, Patrick",Warsaw Township,2704968242,607
58B,"Garofalo, Patrick",Waterford Township,2703768530,497
59A,"Lee, Fue",Minneapolis City,2705343000,39653
59B,"Agbaje, Esther",Minneapolis City,2705343000,39622
